type,post1,post2,post3,post4,post5,post6,post7,post8,post9,post10,post11,post12,post13,post14,post15,post16,post17,post18,post19,post20,post21,post22,post23,post24,post25,post26,post27,post28,post29,post30,post31,post32,post33,post34,post35,post36,post37,post38,post39,post40,post41,post42,post43,post44,post45,post46,post47,post48,post49,post50
ENFJ,,iin fantasy dressing drag licking construction equipment jamming,ridicidiculous,pipe shnoogin,constantly shitting pant,,,bad day stop cry drag bed know hate lost control emotion sad scared angry anything else could bring,sanity shit since five year old still vaguely recall enough miss,,asparagus mofucka found thug kitchen,,peanut butter honey tortilla,watching documentary darkdocumentaries com,wildstar,need fucking drug,,goldfish cracker,first thing think hear wow time ever use word sadly,ride tigah,,,gonna die,,good chat old friend good mood stomach started hurt,blackened salmon green bean potato cream sauce ate mother fuckin fancy healthy son woo hoo,watching athf forgot awesome show,seeing dad really odd,winning sorta posting forum morning much winning actually,,peanut butter tortilla,,,,,,someone suffers bpd little disheartening see disown sort post totally understand fact much add wanted commend,seriousness would ever consider robot kind companionship absolutely suffer avoidant borderline,,,,drug man drug good kind though invega nexium carvedilol losartan,homemade enchilada,high school five million year ago actually one rare one hung pretty much everyone lunch table largest school people every clique,die want love loved,,eating chip typing watching cartoon network trying move much fell ice back tailbone killing,grindin dem lobe,relate bullied wanting someone care quite honestly unless personal connection supervisor might seek therapist instead dismissed,camarones la diabla best meal long
ENFJ,make feel special gift show thought nice really like counter traditional use display guy mostly cause make,,occam razor people make description true regard individual type disclaimer exception go working theory becomes,nnnnngh,carve tally anyways watch louie people,saying hi introducing usually work painful bad news ya pull half work good go rest mutual interest,self pity egotistical masturbation one climax one devoid even want masturbation fantasy one struggle deserving purely insane dramatization,mean rude range type augmented different dominant function introverted p j complexity respective supporting stack course would,ever get married going learn blacksmithing forge engagement sword,,p ish way,go lot problem western social movement necessarily issue stem movement conducted adherent conduct,going continue force people existence least understand crucial deep level kindness respect existence warrant live die cause,mail bucket chocolate could,gotta agree jawz one whether want academic definition good bad thats even possible say like irrationally persecuted otherwise,yes indeed natural inclination separate oneself object one would require effort exposed opposed opposite subjective experience reason,astrellalunari regardless distinction emotion feeling object focused judgement fe clearly defined emotion relevant information fe dataset,well maybe bullshit nonapplicable real world example,sometimes get time frame memory mixed think back last year distinguishing one individually almost pointless summer melt one surely year,broadly man put trial literally figuratively resulting judgement honest stoic character much result perceived rather,gossip goat may suggest stranger camus,people sang protest song protest song response military aggression battle raged people chanted virtue virtue response injustice hatred continued,house,gossip goat ah great beauty utility systematic subversion notion,would said argument,heh well ur problem fe,nah another problem altogether applying typology theory may complicate thing fucked start fact instead,truly wish regard shitty generalization type description gospel application theory real individual come fuck,thanks question would say genuine connection formal interaction topic interest,well ya know guy interest opinion demeanor observation behaviour particular dunno enough dynamic yet,person dislike people vain petty angry jealous envious name may already known thing notice people claim believe ideal,make guess share opinion way get accurate information man pay respect owe agency deserves ask,jayshambles pretty sure sentiment along line sickening world live consequently make child want die opposed sickening child,surely logistical consequence fe core evidence typing somebody fundamental property guessing attributed,,thing rather floppy lately drive looking executable around,timely invite think going sell two family nabbed heist,meh shitty people exist let get romantic mbti type yo merely component mind whole picture,saw dragon today,yeah totally manifestation respective angle emotion tend correlate belief system get conflated purpose feeling function,feeling neither fe fi fe fi talking value judgment specifically related self held larger group moral ethical rationalization,decent interpretation though make distinction emotion overarching value judgment belief system unless recognizing informational value emotion,make feeling shitty look relaxing wish capacity crisis counselling afraid choke something find time nurture,gurl masochistic self determination fulfillment life plan thing counselling good fuckin luck ya hope leave wound three,nobody love love happy valentine day,assumption pursuing accomplishing goal bring end anxiety matter inactive feel way circumstance find,mean unsympathetic role take relationship written clear day question want really blessing reveal,add ya get home pacific time free ish,regardless asking advice mental viability romantic relationship expressed interest red flag overlook,came repel army ended watching room full retard trying hump doorknob
ENFJ,person really care fuck like know wrong trying show sorry anything person gain trust,definitely like talk come real stuff anyway also deep stuff think hard time putting word frustrating,wow expecting much discussion really glad already taken lashing upset usually pushing hard,told lonely know difference thinking silence lonely silence thinking go silent fine,alone lonely feel one understands,friend irl get lonely sometimes want help feel better know like alone time want pushy hate seeing,suggesting people want talk feeling people depressed,love syfy channel none friend know sci fi geek,,feel like truly lonely people say different understood yes people understand true every person,people standard yes naive see always dreaming big thing never happen really understanding real world pffft know,think abnormal say reading chuckled bit reason posted head posted,could misunderstanding getting wanting take anything take logical mathematical thinking going college able,know celebrity s ashamed,joined club based soley fact,grey totally awesome miss vent always witty make laugh time contribute real stuff conversation genuine,walk street smiling time people think nut lol dear customer thanked help love job work fazoli really hectic,seen people creature say look like demon also go place scene play front like people dying actually talked someone professionally,believe thing seen first hand experience seen thing believe questioned sanity always try find,problem feel like people value put lot distress feel like focused external world instead perhaps,another hurray welcome forum,today people randomly show door wake tell hour anyway since friend work day,omg bother soooo much,ok know posting forum wanted add cent like eh lol feel like learned life people age take,love s best type compliment mean sure little tiff get past fulfilling relationship ahead,get e actually,lol ok going odd one say like facebook like knowing going people life even particularly close like knowing usually,sound like happening find type automatically put negative head go oh going expect,got,spring love weather also family life farm spring new baby born cute,welcome love forum really help understand people better hope,always great see s welcome,welcome also remember many people similar one nothing wrong glad,robyn omg cute would guess name pet lol,lol tourist cat angry eye,curious see many people pet think type dictate type pet name pet pet post pic,yes one thing end day get go home freedom jail nice people try make suck plus find job,reading post recall time spot advice everything others covered alot thing would say going touch hit,guy pretty awesome,want donut,studying art history quiz v facebook going hebrew class v sleeping,feel like condescending,yes one gotten touchy feely care warm fuzzy logical thought head oooooh hate sterotype,lol ok wear earring thats part bit true ok maybe smile time time agree mutton like kalfornia fact,penny,wow thread shown unhealthy relationship really,wow thought everything meaning first defended fiercely wanted believe right meaning would go,well ya know market friend yeah could friend,last one,chess really easy plan attack move like plan game little read opponent figure
ENFJ,get angry pant rip turn green get angry reason try remain calm know angry vein pop neck,ok tell anyone bambi sister keeper transformer optimus died uhh top head,waitng superman book eli,agree counseling advice would relax maybe forceful mean guy may feel pushed forced reinforce feeling want affirmation much,kind trick question eat breakfast midnight time,tv show big bang theory met mother glee arrested development quantum leap,ya thinking create monetary strain,whoa yes two tandem play make multiple identity,dreamer thanks advice problem major job offer making insunations worried stop getting job yes beat,well slander however public figure lose protection website required sign idiot getting vitrol show first google yes google,congrats,problem co worker hide though know confronted denied mysteriously online attack got three fold worse,going distance date night,guess know quit,issue happening another site attacked viscously anonymous people false information since public figure post site,battle whole life best advice advantage never worry fitting airplane seat roller coaster likely always,look right eye window soul,song really crazy song example randomly started singing sea little mermaid song quite frankly concern,possible mirroring slight degree parroting use soft tone welcoming ask question directly remember get back put,think make inspirational leader time sometimes think certain aspect seem like courageous maybe truth think,well think generational thing see people posting married usually either inside joke want fantasy form think today marriage considered,congrats sarek,agree picard riker,far whole girl series,question brilliance supernaught correct wrong two darlene one want,anton yelkin charlie bartlett older maybe john cusack,congrats,mom problem except young always gone event,friend yay hello new friend,congrats snail go,ok showing age grandmaster flash dr dre ghetto boyz mind playin trick snoop master p eminem tech kid rock vanilla ice tupac,forrest gump sorry really motivational legendary rudy know lie golly like hoosier,percy jackson olympian enchanted,agree however come thankful responsive reciprocate let people know appreciate small thing people today seemingly care,enjoy feel live edge reality think value money time come play,politics life entertainment money,dang superspeedy,congrats man,keep watching team guilty pleasure girl played fire,awesome think good year,hey izzie welcome side town learn super supportive seems like understand,congratulation,congrats,easy,like roll,everyone potential everyone weakness think important build tear think today general people likely seek flaw someone,aware saw post nf forum think happened,medium pay politics,hello,congrats
ENFJ,participated mooting competition law student pretend lawyer argue case mock court today friend prepared argument bundle past,,yep da get along people easily actually like befriend others regardless personality given positive feedback sound selfish needy sigh,thinking lot death lately suicidal thought friend passed earlier month something get easily perhaps never lifetime,supervisor summer internship human right group met quiet intelligent quirky unconventional kind little awkward first,come realise actually series difficult adjustment mixing wrong crowd course cough buying stereotype cough say,sorry bruh always felt unjust close male friend touch emotion amazing people kept telling guy man suck,errrr think talented supposed answer interest pov always inclined issue justice human right instead ranting furiously,thanks reminder still learning hahah best friend always tell self love something struggle exactly focus always outwards,really dislike feeling like thought good say get many thing lined month next made plan made list,tell next time charging service jk yeah one friend college quite close beginning stopped talking month,uhh kay unfair generalise referring one often come contact slightly unhealthy understand everything competition,x soul downcast disturbed within put hope god yet praise savior god x psalmu c u c anxiety coming hate yet,dearest friend help think still hurt remember sudden passing could leave u soon thinking,dear admire enthusiasm remember introduced friend big smile loud voice cute actually quite embarrassed also remember,pain could soothe question struggle answer answer why could offer presence cry wipe away,thanks guy gal sharing experience identify experience vaguely remember childhood high school like think wholly,currently internship human right ngo believe met plenty nfs short span time introverted extroverted good balance ideal,hmmm taught value friendship take real effort build taught make decision effectively brain emotion taught importance,love trip general love going new place learning new thing minimalist try pack light possible really enjoy process reducing stuff hahhaha love,dear co worker tell enough glad known presence made internship le daunting hahaha fact work well together could talk,wow many s xd ethnically chinese born bred malaysia lived kl life mbti popular malaysia try bring,best friend function differently complement complement really well gel well tho lol caused friction,dear mom overthinking making something nothing tell shit neither deliberately convey way make,dear gdi cannot sit silence without stupid annoying music playing head hahahahaha stupid anyway love friend person world think,dear know sexy dance boyfriend always think small child cute friend flashback little gathering yesterday,dear best friend damn different certain aspect even friend made like would want include world,dear best friend thanks birthday celebration today although surprise failed terribly forget cake nobody would come lousy excuse cover,dear always nice talking thanks interested boring thing say appreciate fact actually remember thing told,dear criminal law screw jk want pas please frenemy,hmm good question decent relationship one still struggle let say broken somewhat function differently get wrong mom,gender female age intelligence gifted idea adoption early adopter mbti personality profile closest alternative found lol nah took fun though,dear j surprised home early many others coming home summer break wow time sure fly really quickly mission work philippine year ago lol,done,flickering lamp desk stack paper note whole lot stress test test test stood finishing line seemingly unimpressed shouting screaming,check pretty good soundtrack reading,fare well stressful situation often falling two extreme complete task nownownow mode insomnia forgetting eat shower b curl ball cowardice slack,ocean multitude drop ufeff perfect piece perfect scene feeeels,admit ok find outlet emotion flow running writing singing whatever calling someone rant lol seek advice friend rational ie,dear supposed studying super hard rn smh thinking spoken miss talking miss playing music together miss smile lol ok,usually alright nfs know many could oblivious think know s s comfortable sometimes difference,know friend identified s two went high school close friend crazy yes lot dumb shit like pranking others ton,zoobicknizer hahaha ocd ehehe stelmosdream concur kinda new mbti community perc find unacceptable people others s,fe cry human contact everyone else stressed exam need outlet sigh seriously feel like giving look amount preparation need,get moved music movie every nah cry often either burned feeling really strongly misfortune aaaand,christian,high school year ago xd junior year pretty much douche terrible handling emotion impulsive lash friend lot think,ever friend disappear sudden valid pissed confused damn funny coz value friendship much every time,friend ok whenever tell really great idea like people create hovering shoe need step floor janitor mopping,dear make sad see suffer like wish could stop hurting hope keep mind life wallowing problem ok
ENFJ,exactly maybe nothing mbti though maybe maybe separate entity like enneagram trend necessarily correlation,trying create conversation,agree society influential lot thing influential saying possible star also impact,doubt forer affect exists buy horoscope chance sign definitely bc none fully describes idk know comparable mbti,,hahah much like inquisitive something ask ask also one else coming table answer silent actually feel awkward,think maybe fi fe see ti never te,lol portlandia favorite show agree love skit hold brought regina spektor totally question get vibe,make think see alot ne humor yes agree portlandia n show made comment seems like collaboration ni ne somehow,think fred xnfj carrie xnfp reason say understand dynamic working ne partner thats show strike,one see joey feel like good knowing someone seems like ahah,guess random humor ability come random thing name body part name food ect random like lol,really related think fred armisen really want bc love,hahahahah sorry dan idiot,hey david think clicked google hangout thing day said hello tell could see work seen video,think kristen wiig,wish control rather someone cried front others wonder male s better hiding society always told ok cry grew,also idk jenna marble mentioned scream,love haha harder harder hold back public often find cry something situation around people really know enough cry around,even though dating fellow extravert totally relate guy never good enough friend maybe go great guy maybe see person,hmm say curious think s would embarrassed answer way truthfully,feeling unloved may enneagram sure s relate tbh cry lot know hold find help get,guess bit biased strike one way us humor seeing shane tell shane little bit wall either ne,lol,make think typed know look similar surface come function completely different would know used ni strike,shane dawson soooo humor wall ne always seemingly come nowhere,say nf president bull nfs ultimate advocate inspirer mentor father successful state level politician see lot,hahahah mine joking well,hahah ah nice thing hear internet p,exactly think tendency somewhat cancer leo cusp tell influenced little bit well much personality type leo passionate,trying compare mbti horoscope haha always wondered position sun moon actually influence act astrology interesting idea,sign feel free discus leo known passionate also fe know anything,guy think regina spektor nf sure like think seems fe ni maybe,look socionics talk fi ne ignore found make sense alot especially take cognitive function test,agree friend know always want right thoguh,hmm tend extroverted yet time life reserved others example boy tend may shy due past experience,yes drove mother crazy growing similar except would always fight fact left shoe living room would get mad would move,dont like use dont like lightly really really hate te hard argue s smart yet cold least appreciate ni,hello find s messy organized come living work space know j really mean anything prefer thing clean obviously,tough love people,well said managing expectation sorry confusion perhaps elaborate mean everyone always tell make expectation mean put forth idea,really appreciate comment interesting different perspective get another nf someone technically right feel unconditional,love thinking today bad hate money much need order love create,wow really needed hear thank much love nfs lately haha sorry making want give hard around many others,reading apparently s tendency idealize relationship point human nature possibly meet expectation found really true sort,favorite color turquoise idk say purple color love,trying bring politics seemed fe especially talking belief social sense thought,true lately going crazy last semester general education requirement interest area learning love every day seems,true lately going crazy last semester general education requirement interest area learning love every day seems,think possible socially liberal define socially liberal mean pro lgbt right woman right minority right equal opportunity health education
ENFJ,maybe separation anxiety appropriate term feel like finally come term relationship working bring end,tea earl gray hot,people crazy enough change world one steve job ti better loved lost never loved shakespeare,powerful sign showing care someone heartfelt note written often use time thing people truly matter,get ready lot conflict willing grow work tell going unintentionally hurt feeling direct unemotional going,sex fun relax,definitely consider intellectually connecting someone cheating even slightest form though say get tricker trust jealousy standpoint someone,yeah quite similar sexuality almost synonymous amount love relationship bond general may case love le get feeling,always like certainly move sanity u since always seem interested returning former normal sex,let say open part relationship happened could fix thing potentially never done know bit jealous person think,birth control since problem many month ago met stress wise eliminating thing subsequently thing gotten better since worst part,oops dupe replied let delete post,long since realized feel bad people different need expectation life nothing wrong sex natural part human,past relationship awful thing ever done tore u apart ultimately ruined year relationship suffice say pain suffering,sigh sorry hear feel pain hardest part dealing honestly sex drive gone even see need reason change,bit closer averaged last relationship felt perfect never thought unsatisfied countrary sex life exciting adventurous frequent,may great people absolutely unacceptable even form sex blow job never criticize someone,aelthwyn basementbugs spoken said find attractive find enjoyable much mood also admits,know really thing like think guy folk know think ask sort question typical expectation,s definitely problem giving constructive feedback want need avoid conflict make particularly hard criticize even person best interest,yeah definitely done time take moment extreme frustration bring moment either take wall door something usually hard,sort something policy lack better way saying close personal connection covet anything many many acquaintance,gave long time ago giving shit others think know different downright effeminate certain regard people find putting like really,love way distinguishing j v p definitely project moral feeling others fault seems like almost though always feel like think right,alfreda seeker much like kc gotten upset point physically acting would never ever touch significant take truly fucked person,think read said think trying blame using mbti type think trying tell responds better emotional,think several people given good advice like back maybe offer bit jakedk right need give bit space,sure precisely suppose subtle test try extract type e v know e based social life like go stay,oh scared ruin relationship focus aspect fact ruin fun get sucked relationship concerned,funny mention often feel relationship end becoming self fulfilling prophecy though focus trust,really think trick attracting u suppose either come across one need good judge personality type try see like,seem concerned others feel usually much sadist mind picked playful way work pretty well,sure outlier actually quite good math like physicist good made pretty far calculus college successfully good grade always,suppose piss high expectation others see inaction equally bad malice,wanted take bit time think replying definitely think cultural impact seen time french person try kiss cheek,know touchy feely emotional person try place much expectation others department knowing everyone value,definitely often easy figure someone really mean trying illusive although always right yep feel like try hard often make,usually think life going moment take nice time sort clear thought potentially come realization normally much going,fair share negative feeling feed easy overcome honestly even feel like world fingertip easy see,funny society norm say perfectly fine woman hug often woman greet people meet hug taboo men,definitely wish interpreting world feeling instead logic information like seeing world something enjoy versus seing world something,thread crossing stream already gave bit advice alluding thread funny already heading direction great say,oh god sympathize something bother emotionally simply cannot let go even know letting go answer,lsd great tool discovering boundary perception period let alone introversion example find one favorite thing friend friend find,usually tell someone like mostly try avoid talk little possible save face person really gotten skin,hahah oh god started well impression got well mbti affect swears believe always stressed,feeling something partially sure f touchy feely general likely higher sex drive someone mind wandering,yeah worse yet hearing people tell important honesty catching holding back everyone lie question maliciously intent,people say want honesty give feel even worse honest point needlessly hurt others give full truth,think could said better
ENFJ,fine academically hated thing memorize kid usually mean elementary middle school highschool took course math need much,introvert offence,,,close thread already omg,surprised going post gathered treated like shit betrayed people supposed trust developed mental disorder,clearly thing people say said understand everybody think like understand depression person hell even understand,originally typed took lot reading internal debate get two get frustrated continue help understand,,yes recent w w w,function see fe si ti ne understand typed agree stack since seem aux fe maybe ti ne si fe,unsure brother sister pretty sure dad mom confirm finally give taking test p,shut mouth argue keep peace laughing,actually developing fe lot lately used really indifferent others head day dreamer anything much elementary school teacher thought,get coming say use si cognitive test say si low say law work believe others believe,mind someone occasionally bit late legit reason stuck traffic missed bus liquid eyeliner mishap poor soul etc flaky people drive nut take far much effort,link original post preferably others see see type,,egad another laughing welcome perc,someone love getting possible info sure give much kid kid seriously questionnaire pls ty xxx,dreamer still typing p,type still pretty doubtful originally took mbti typed second go related pretty much lot stuff,lol op seem like like usually account others decision making logical reasoning feeling thing mentioned ti thing,questionnaire really bring think fair bit ti get ni ti loop lot apparently developed ti thing im good,used get bored little would replay movie head replay mean take theme key point make everything get trouble,doubt description function everything knew basically first thing made seriously rethink sound silly know guess thought,anything example pursuing degree engineering plain like making thing grasp math physic well p lot type engineering exactly people orientated,job involve making creating thing thinking way make thing work better time keeping people mind creation help,yep especially music unless know within taste case blast song play entire album p kinda easy figure like,considering yet discover universe way hell alone,actually used type went forum well reevaluated,doubt cold fe dom lol like helping people stuff really reflect day day life unless time someone really need guess,exaggerated maybe happens cognitive function test sometimes retaking usually help leveling would second guess retake test take perc one,yes nobody understands tell help concentrate way call pre distraction act background music focused reading listen,gathering would find wall try stand head would rather playing kid entire time used eat paper dirt flower pot,versus e n versus f versus j versus p almost exact opposite hm,definite ti use saw n sure ni ne likely ne test result saw f funeral thing suggests use fi fe fe user would absorb,problem let see others helped agree though seem lot experience typing people p thanks need tp known good engineer,yep deffs si p reflective stuff fi also ti hey engineering well starting fall haha brainstorming ne thing ability jump one idea another,yeah definitely ne si two outta four yes others still thinking fe ti fe ti tend see lot people p see,yeah scratch read mine se inferior basically described life lmao even relate possibly e maybe si,sorry double post idk see edited read super long post see relate,would guess got hunch may possible bit feely vice versa edit read leaning towards type,life one sentence,hello hello hello,hello,time one friend told everyone know think bitch quiet person happens pretty could part pretty girl,liking testing reason think mistyped love extroverted sensor though taking world concretely seems really nice usually,liking testing reason think mistyped love extroverted sensor though taking world concretely seems really nice usually,double post
ENFJ,found someone cloning selling copy piece would find person responsible force hand number clone strike business deal,hmmm probably result overreacting something said take seriously might even make smirk conflict sometimes however,also strict certain social structure health education order avoid negatitive aspect developing consistently humanity heavily support education,personally think main inspiration would napoleon bonaparte beyond let see hmmm think drawing day dream wanting ethereal powerful,afraid may unknowingly decieved bit introspection well looking jung type description like seems found,human mind malleable nature innate need adaptation nature seems constantly shifting take forest example although may seem u tree,oh think better everyone make sense like need control sometimes center group gennerally go much respect,maybe rather enjoy competing top throne among others unless course role subject interest case apathetic otherwise,agree felt similiar experience thought well enjoy idea island sense interconnected massive ocean seperate people seemingly,commend posting similiar thought type enneagram know taking test introspection self analysis simply,come people situation aggresive fight response never dangerous situation wild animal imagine flight case unless,lion lion personality unmistakable presence nobility moving unruffled calm cat dignified gait someone command lion need walk talk,know little thus rely personal experience tell find respect inventive mechanical cabapilities well gotten,,truly sure bit introspection exploring possibility fact instead conversation another thread though however,guilty debate tend think intelligent least logical even close friend often debate however know admit,really seem identify sort feeling one way another heart go feel need loathe simply existing musician,link droog old chap,suppose mostly considered register around friend course think mostly due mindset look feel course,wow guy reminds angry london riot give anarchy bad name chaos destruction really feel like getting political mood right,understand onfusion s s often strive accomplish similiar goal motivation purpose major differiental factor seems,haha yes extent find sometimes people barely even know friend know imagining someone may become trying feel,response magority people constantly connecting personality type personality type decided list different possibility variation tired concept,like way think p true leader someone take role attain power control themself someone us influence position inspire others,come whole pride topic suppose way consider reason prideful glad type think best type objectively,well put agree wholeheartedly except wanting control part concur independence avoiding controlled personally like control,true tried keep main idea people could relate saying personally acted thought general trying keep agree,well thought might list reason think great go ne primary function grant u ability percieve myriad oppurtunities,also would need money currency whatever possession desired would attain would weekly festival people gathered together yet somehow,ideal promise land would consist vast varied land would vast rolling green hill forest seem flow enchantment powerful snowy mountain extending,also woman like intimidating presence like guy say girl intimidates put mindset another fish,seem attracted nt woman actually like girl strong independent extent one willing ever anyone smart ambition,often called clumsy never good sport least one mandatory gym class mean physically fit fact exercise often engaging,post sincere time often change emotion function act second way feel emotionally worn stressed completely often msot time,angry control situation felt weak thats struck back thats,oppessive force people government people trying control someone else leadership position think way get around problem stumping control,desire respect work gennerally must respect someone going befriend suppose could said desire liked desire,know true personal experience example day extremely worried something stand public place family axiety,true thank posting used think type w though always seemed like something looked type description took,else would base information personality besides bible provide similiar lack solid information though like looking detail much,like description like value favor s however must say seems tad bit biased friend like example type described lazy likely drop,agree rest said type based soley behavior redundant every type action different purpose certain way,also sometimes like imagine non physical divinity sort would allow every living person time know thought feeling past,great majority daydream similiar crazy along author writer would add actor singer also like imagine leading taking part glorious revolution,never met lazy seem driven changing partner need find right one continue impress love seems simple enough,think theory make sense personally agree similiar result others posted ne let possibilties flow give gut feeling right path,fi user like s s like may loyal trustworthy gain respect true friendship mostly loyal ideal close friend,think mbti class based rpg would great cognitive function layout could translate ability described dropped low health could transform,impersonal yes fi fe alike used manifested differently person germany time suffering aftershock world war volatile condition easily,way would directly commanding care much affect choice others simply make progress great deal faster even though get trouble
ENFJ,hard time take thing personally somebody anything would would include small thing like keep waiting critize etc gut reaction,anything wen spencer sharon lee steve miller also like lois mcmaster bujold lot old master dickens probably helped part school curriculum,making point see non vegetarian writing passionate topic admit deeply suspicious people mission mission often end hurting,get much try relax bit,quote pedromac say thing lot time sometimes taken inappropriate circumstance read someone else see deeper level without,difficult make long distance diagnosis think might rather low p score continuum probably come quiet close p score since,another good clue might way react deadline important deadline three week start best work one day deadline,hate sound like wet blanket never life got drunk hate feeling losing control ob hour normal conversation even want know,sound sure thing come mind might feel respected get feeling tend explode,depends passionate lot thing move heaven earth get thing done sometimes without waiting others catch normally,dangerous world view held people never seen world alexander von humboldt,strongly probably girl tend better within school system go way learn certain extent growing older teenager,age discover first reaction insight loved made much sense interested finding,would probably say way would afraid would see request burden subtext would something like please tell bothering,would see unhealthy fact found great coping mechanism good crisis shut feeling somebody physically hurt,tend see every possible angle situation feel sometimes duty bound bring talk somebody positive tend see mention negative item,wondering see manipulative could honest feeling situation focused f tend make argument based feeling would see,like easy get along long let steamroll way thinking pretty overwhelming sure right way,mostly understanding others better people thing pattern belief life differ mine different,try appreciate point view counterpoint strength weakness notice thing simply overlook vice versa think,love reading many new people meet like book working must die end also like meeting new culture even,need silence think best moving around thinking something puzzle normally go walk,least europe asia would lived two world war would many friend die soldier bomb starvation father mother born,sorry anybody think classical one type music know much lump bach verdi category expect type person,empathize deep deep always afraid people get know like longer real difficulty opening anybody basically trust family,depends telling truth hurt people lie problem many people enjoy hurting others brutally honest,personal experience would agree normally much harder time introvert never know open continually,course nobody know better type totally sure p granted rate high j scale might extreme case never met,best test somebody phone invite evening something normally like happy excited frazzled change,think way thinking dangerous remember book couple year ago woman got diagnosed breast cancer everybody kept telling would,wish could thank twice post true,benevolent creator,might perhaps conscious decision normally although disgusting strong word say cannot cope hit hard spot,see extremely feminist think difficult separate nature nurture strong social pressure woman child,oh yes try tell everybody sensitive especially type often remember something feel bad day find relaxing,think job get something mean provocatively accusingly sound bit like father trying get daughter get life,think normally procrastinator reason something given f difference might,yes unfortunately kind damned damned situation either get overlooked get told aggressive behaviour would accepted,time confident people would never guess decisive afterwards always doubt said said way,obviously people liked lot count something burn give somebody keep way look,part problem cannot connect people room especially quite corner think lonely might feel getting noticed,yes ambitious get approval people matter want people approve proud think well ambitious sense want lot,quite often go party seminar meeting plan say anything especially nothing controversial quiet edge room nobody notice,alone especially idea immediate family might dead future nobody know longer,really depends mean description opinion get thing done fast solution would likely strike nt sj objective detailled enought,excellent memory unimportant thing cannot life fit face name know face know name really hard time identify,choose career somebody strong influence favour career want disappoint said experience college major much,one point took test said clearly best judge character uncomfortable result tested would go,good luck studying chinese japanese moment stop actively learning using character gone keep let u test turn,exactly list admit also like book escape offer get meet many new people even fictional
ENFJ,wow insulting friend tell nerd like read much learning german right fun use word explain,yeah pretty much way took week get year long relationship,compliment guy deep understand complexity normal life situation awesome,morgan know exactly saying dont share emotion either dont like explain feel certain way like said many,yeah force friend tell feeling actually doesnt problem telling angry hurt upset problem explaining,well certainly glad one,person person power hurt feeling tell truth mainly thats upsetting reveal thing reason,haha didnt see edited version sorry experience tried explain people dont open tell story life known,fair share people loving lol know nothing almost make laugh except feel bad,exactly overbearing people dont love infatuated way make feel able bring happiness situation,yes believe ever experienced love would compel spend rest life someone think felt love different,yeah guy creepy lol used able read people deliberately reveal much every freaking time talk friend tell,oh absolutely attractive lol dated guy jerk dated nice guy much prefer treated respect lead quesiton love,sure would even met male probably wouldnt believe honest intention confusing meet guy seems genuine think put,yes always thing planned lol use sister friend contingency plan usually around hmm,totally understand feel really anything going average day feel like something missing dont strong emotion either way,u s always know right thing say lol nice support group misunderstood almost everyone swear always intend best thing,aww feel way least experience learn know date girl like find nice hear wonderful tongue,aww always know make feel better laughing lol could make someone weak find mature approach solving problem cant go back,thank explaining word haha thats exactly ever articulate people trying understand print carry around,isnt nice someone understands haha question though recently noticed upset someone dont want admit wrong want,love know interact mainly everyone enjoy making people happy generally pretty good like sensitive understanding enjoy strong,men haha trip insightful strong belief decide love someone actually open person truly amazing much depth,thats awesome way demand intellegent individual figure thing without someone telling absolutely hate lol someone,fix though lol dont try flirt feel like fool assumed based fact always nice like making people,seemed like late revive much love adding part kinda different anyway go seem like male friend decides,hm prompted add photo dark hair lol younger seems thats physical similarity end,serious omg ur like twin scarrryyy two u world haha myspace something dying see look like maybe physically similar,haha feel like everyone would get along lot better tried understand one another would make true motif clear,love female amazing haha laughing,thinker able rationalize people necessity feeling well feeler empathize thinker need rationalize everyone different everyone process emotion,kind everyone meet fighting hard battle plato thats favorite quote time,compassionate kind odd funny loving,know feeling made thing work setting boundary want talk something dont pry rewarding friendship,friend unique individual time compeltely understanding compassionate others dispasisonate person earth amazing,think privacy issue would big thing since concerned others feeling always part dont want people see think would,getting frustrated wont state answer stated trying get admit month think,aww thanks kindness much needed feel like hard express emotion drawn understands know without,read mbti going research pretty much stuck extroverted feeling though would even go far say dont care feeling,haha yeah friend get along well like kryptonite know good manipulating situation people feeling even though better make,looking information well would work together relationship find much anyone insight,outgoing social yes attention seeking really dont seek attention give emotional loving course love everyone organized aspect however tidy home,exactly take bully example mean people maybe thats raised maybe didnt loving parent maybe really low self esteem feel like,struggle thought daily came realization everyone know good person think people good intention want happy,reminds much experience mother however never supportive going take time adjust person tough growing difficult,include introduction lol sorry abrupt day name forgive people apologize probably,lol also say something drink sometime coffee alcohol whatever talked probably text,haha ummm could try say something like hey seen time name xxx reply tell lot,hmm thats difficult say like make people feel comfortable tends come flirting others take long time cultivate,haha post hysterical speak s talk people usually trying get feel expression gesture body language easier
