type,post1,post2,post3,post4,post5,post6,post7,post8,post9,post10,post11,post12,post13,post14,post15,post16,post17,post18,post19,post20,post21,post22,post23,post24,post25,post26,post27,post28,post29,post30,post31,post32,post33,post34,post35,post36,post37,post38,post39,post40,post41,post42,post43,post44,post45,post46,post47,post48,post49,post50
ISTJ,one crucial quality top list tied religion strong capability empathy ideally sympathy would follow apart kind caring good kid lighthearted humble,good read especially last part definitely relate inappropriate choice word intend call dead weight simply refer fact,thank insight right somewhat reliant external validation luckily light year ahead used area pretty much abandoned idea,thank reply merely articulating thread therapeutic thank sharing detailed story definitely relate friend although seems,hi long time see got something mind give brief intro background ix deal loneliness large part childhood teen early adulthood,need define creative say computer programming hardly creative broad definition creating something new valuable either speak ignorance narrow,depends define computer programming condensed form mere code monkey basically writes told simply implementing design,think general problem thinking posting general forum category believe odds understanding larger fellow s happy please,bored looking confuse people successful looking input besides obvious afraid find,agree super yoshi creativity take practice important part starting pushing cause necessarily feel fruitful comfortable,nope experience tell conquer anything put mind right mindset learn lot quite fast rate unfortunately get mindset right,actually conversation subject mother day well right important sadly get attention,man remind good ol day active member gaming community guess far,know whether trolling deserve bashing regardlessly start saying intention thread offend anyone proceed listing,quite time favorite eternal sunshine spotless mind awesome movie,browsing forum perc prejudice others something control control let bother labelling always effect even,immature people,limited view ethos attributing significance ethos sensing make little sense rhetoric ethos attribute determined audience speaker aristotele,running exercising improves mood significantly good mood naturally make approachable talkative endorphin may reason,answering personal perspective better confident make hurdle life seem much approachable knowing thing worked past strengthens belief,thank input oh probably elaborate last point like add much get action kind person spending much time,hio scored test taken little unsure j p fit stereotype several aspect besides test look like,cheesy analogy oprah winfreycouldbeatupmichael jacksonany time ikind ofwonderhowfarthisgoes,work usually become focused whatever task hand talk le care le world around interrupted humour irrelevant chatting point,would say wink topic genuinely sorry daydream work wonderful people really feel need snap reality place head,hate nothing see weakness either accept overcome effort hate strong word one ever hate,largely agree fammo personality type course nothing wink depends context genuinely want input view reinforce,whether make sense write le correct manner really depends purpose message example wish communicate academically meet academic standard,danish grammar excellent english le always sense spelling language general follow rule danish shoved throat primary school,humour situational classical joke rarely get laughing real crack mostly misunderstood situation partaker see coming really,mean people put much attention emotional part getting kick music environment nothing wrong worship emotion music essence,mention enjoy worship main emphasis place go main danger many pentecostal church emotionalism part church service,see young gentleman would want friend person aka yeah great taste rd person sure great taste thus derive,really solved two easy step buy amplifier nice set stereo speaker blast building listening justin bieber perhaps favorite music,dafuq issue minor detail shown picture really nothing complain problem nose many others said seen lot,know site listed many requirement presume putting entry category would nice right basis recommend microsoft excel,persian read reply matter hard want stop posting bad person going help investigation aiming help victim target,understand quite serious issue believe saying given much information sincerely hope information kind proof,software development need clear idea end result never get started idea first make sure realistic fulfill place,position give professional psychological advice speak bit experience throughout school often odd one completely incapable social,mention fear stranger make fun maybe maybe truth people demeaning regardless position attitude,half full pessimism generally piss never contributes situation positive way benefit attitude action pessimism,impressed unapprochability take determination would probably accept also depends person situation,worked year technical consultant currently studying bsc software development always strong flair technical construction good analytical approach,every relationship long term effective ideal condition course always possible however impossible start every relationship intend,think answered thread long time ago believe opinion changed one bit still believe bad thing potential loss far outweighs momentary,fact tend get easily distracted well information reading interest spot actual relevance stuff reading always take effort stick,relationship generally using phrase love early love much love relationship someone caring naturally,haha see mean find unnecessary ask lot irrelevant detail one thing need know time realize well received,believe either right completely give work live life good completely case think bring contentment
ISTJ,love loving peope,dear hope snap mental state soon kinda hurt see like cheer thing life worry let small encounter bring,friend way think different haha duh u thinking preference preferred feeling feel would easier,hey guy think might remember posting bout going literally boy girl go guy said might like might like without,ah get annoyed ppl tweak story truth exaggerate sound interesting short lying like ppl insult make feel,get part s s naturally nice mean cause well mean mirror others behavior hope please people ah confusing get,lol say,haha yeah,perhaps,haha nah want relationship like perhaps confirm feeling see happens year thing change,lol evidence anw even super difficult tell even like anyone know gut instinct,hmm really probably like one way butterfly go feeling take much time invest super happy lol,think butterfly came back,lol kinda creepy,friend really close one fact found friend thing guess caring want make friend everyone nature,think written another thread feeling someone different emotion perhaps emotion tangible like feel physical,woah reply,haha think try answer even view flawed official could crush party really value super,really good thread joke introverted feeling make slow feeling well feel butterfly woosh thing anymore probably dont like,freakk really know mean like someone anyways confusing topic sighh sorry guy really mean lie know,really difficult determine romantic feeling unless official thought guy able understand better since guy thinker,mutual friend even awkward guy believe,actually kinda true official close friend right,really dont know perhaps registered,nope mean sitting nothing like stone,thats true post forum,stopped obsession really think like,eddie sound cute lol ohh fantasize lot ah guess could liked without knowing even factor,oh used ob mean liked anyth,actually feel tangible feeling chest whenever see,like friendship,serious thats really news even know guy know anw butterfly feeling lol,lol solve ill take least minute long time since played one plus x x one solve xd,haha almost every day talk mean going way intentional,solving difficult part solving quick cooler like,thought even know whether like anyone,think gonna study together anw might suddenly want go last minute cause scenario played head awkward haha maybe meet,ah know really dislike thinking thing make confused sorry anw even like avoid self denial good u,bring rubiks cube fiddle around lol hahahahaha,uh like like guess know usually take month stopped liking person realise sometimes even realise,oh nono think meant dont care understan saying im hoping awkward im imagining even spoken reality,investing much emotionally really awkward wanna meet even get bad really pretty sure like last time,ahh maybe going aghhh awkward,asked reply say either think dying fear sth went offline bad sigh,way think different probably,mbti personality think rancho idiot,sound nice simple ppl,hm friend would want go,oh sound good maybe pull away friend eating lol jkjk ohh good point always thinking thinking telling thought cause,like crowded place anw watch movie see really problem yeahh think right actually quite
ISTJ,consider sharing minor annoyance others come across bitterness anger keep petty irritation check comfortable displaying,tried time pro legalization,one best friend eventually worked well together rough start,article fascinating thank much sharing sum lot feeling,look thigh gap hot hahaha,family drink together taboo thing family really strange saw mom half glass wine year ago stumbling drunk,seen every one film love one favorite genre,best way describe si using example used manage large wing warehouse factory several thousand part stored giant rack lot shelf,sorry wall text tried bullet point summarize thought best could going serious dilemma career right currently middle,ron swanson greatest ever truly interesting man world,used act direct short film friend year ago high school loved pretty good considering year old kid terrible,love trolling friend like messing random people,two close close younger brother awkward relationship curious start mending,time valuable know always late something either start without show later wasting time waiting someone respect,incompetence narcissism people victimize instead taking responsibility action three top list,first stint bos supervisor union forklift driver warehouse twice age hated gut third crew good worker,ron swanson bad as,satire love satire people think weird dying laughter something find mildly funny example saw american psycho back college,banter poke fun start jabbing back mean getting comfortable hilarious interesting tell think somewhat attracted,disagree work fortune company lot different personality company management team many p around,worked direct counterpart managed one group people well challenge became one best friend two year worked,actually bullied two subordinate used supervise union factory worker small automotive facility previous job two guy team liked start drama stir,lost cause dude time move see friend rare come back,romantic hate getting gift hate buying candle chocolate baby making music get mood love either horrible boyfriend regard,double post,tell like seriously try hint flat tell crush get subtlety completely oblivious people,listen everything mean literally everything except country aka special olympics music soul death metal classical underground hip hop listen,going post green mile film ever moved tear big movie buff really cry lose family member friend used battle,one best friend met college ethic class started day almost getting fistfight another student regarding nd amendment lol,plan friend vacation usually stay home read book could probably hermit really like alone also mind eating,bachelor industrial engineering joking called imaginary engineering least technical engineering discipline focus practicality process,rick grime walking dead relate leadership style ability necessity take care love one else strong enough lead,nope religious apathetic towards religion parent wanted let make mind bible really give answer old enough,fit characteristic stereotypical messy person clean week everything immaculate also late thing purpose,currently work really like kind dick spent week observing everyone department going business watching u deal problem,run confrontation time actively seek dislike dealing confrontation feel duty handle situation take care,thanks reply consider pretty private person start open week getting know someone thought would ask guy,private guy long take warm others girl work pretty sure almost seems go way maintain,test said average adult,cautious realist realist attention detail appreciation thing function awareness world around make realist routine,dude regardless personality type woman randomly text blue asking definitely interested actually even,feeling s two girl remember really immaturity lack responsibility overall drive attention rubbed wrong,joined fraternity college lived house guy dude girlfriend room became incredibly depressed semester,hate ceremony passion duck whenever possible far wedding go attend ceremony duck reception nine time ten,yep every day work reputation ruthless hard as cold blooded sob according employee union said cut team break often,closest friend s,usually lurking around hate typing ipad usually log site actually fire computer every,curious see extent s use social medium facebook twitter rarely log onto facebook even though every one friend us even deleted account,mother said came womb adult said quietest baby ever seen always wiser year though become obvious everyone,mind struggle like everyone else usually strength allow handle situation thrown thing like
ISTJ,outfit generally would classify hipster like skinny jean v neck also wear light weight hoodies cotton kind kind wear early autumn hair,actually feel opposite feel person life far away say anything want never see person vent frustration actually,would see guy working grocery store go much probably tend give enough personal information customer want friend,also useful helping somebody else example friend interested guy needed time think came help explain exactly,readily accept compliment like people compliment work rather personally particularly like people say something looking handsome,pen print,touchy subject common misunderstanding feeling suppress find rather useless dealing issue use,end story,set one old favorite subject grammar school fan science math still actually want grew,answer first post believe feeling apathy never see penalty far concerned gross rude,work natural face seems like faint scowl avoid dealing people,thought something reading reply argument conversation somebody hate interrupted problem waiting turn talk waiting,nothing say nothing find worth saying place much importance small talk,dear extrovert understand need make scene thing everything ordeal outgoing nice quality unruly rather unattractive sinceriously,thing logical incredibly efficient manner actually opposite thinking break back complete simple task bulb went light candle,boring possibly dependable better fucking believe,particularly interested stuff thing get sometimes serious note disinterest dominant feature personality rather funny woman see,never life read something accurate,yes,actually thought community service apologize singling merely forgot religious gathering location called bad,two question whoever answer even bother church need place gather praise worship whatever god believe,got boy krispy kreme stuck head,forgot love neighbor totoro think personal favorite howl moving castle huge fan ponyo though,,chivalry mean generous courteous honestly idea europe bad thing going go moon anyone,yeah suck worst part everyone world understands u introvert either lot misunderstanding everyone assumes cold,exactly like way love introvert especially,actually thought level third point made appreciate input,try drop friend friend easily made least like blood type mix well others take specific kind person surpass casual,genre like play release stress playing like shooter rpg favorite game recently dishonored nostalgic game edit starcraft shit brings back,trying prove disprove anything want know believe,sorry forgot add post earlier another aspect still really connected insatiable need know always ask need know,really appreciate insight anyone ever talked given complete answer biggest problem organized religion fact,thread result powder keg hateful close minded people post negatively towards others become powder keg people make way asking people,absolutely come question hesitate ask throw cent,sorry tired bit angry also personally despise alcohol think pointless waste time mind haha,say intellect seek knowledge stimulation mind every day still feel like connect aspect want keep mind sharp love,problem workplace co worker complaining job know know efficient way complain try,know countless factor play part religion people choose follow curious religion chose reason choose,one found bit offensive side word cool take new meaning whomever saying saying order cool need ingest mind altering,first time took test pegged thought nothing since mostly fit thing fact linguistic much,really good documentary seen seen one netflix called pulling john arm wrestler really cool actually another really good one also,know say opposite attract glad revived thread haha,prefer take alone xd,curious kind movie everyone like absolutely love watching documentary psychological thriller thing make help think even watched documentary,agree drama part however personally like people help project least project bit perfectionist kind bother someone,never much trouble class always got b trouble mind still know want major wise stopped going,actually agree introverted person like somebody bring extrovert someone make laugh smile day seriousness,help giggle thought marijuana paying education child xd completely agree though,mind describe well qualm
ISTJ,maternal grandmother maternal grandfather story mother paternal grandmother paternal grandfather father sister,intuitives prefer rely intuition sensor necessarily mean intuition answer question disagree,scrolled way page see type close,sentence short long straight forward avoid divagate around subject sentence short cannot go long time something unless,,combination letter username enjoy heavy metal alternative rock occasionally listen classical music feel like selection particularly,spanish think ever wrote accent letter get anything watching video listening cassette spanish assignment hearing classmate,extremely extroverted introvert kind like introverted thus extrovert jesus christ realize old thread,continue boring spite,opinion wrong hug devil seriousness though value personal space feel compulsion violate personal space somebody else fail see,lost spring wyoming population four,masculine feminine androgynous know separate number androgynous balance masculinity femininity,disregard people,histrionic personality disorder sorry dick,apparently everything say would insult guess great mind think alike u really good suggestion,ask opinion quiet nodding either agree really care topic find pointless elaborate point view somebody else said,wait actually put thought,plant would favor killing think plant,took test first time high school got,mental issue thread,analogy work point trying make insulting course people going jump conclusion based picture nobody look pawn think oh,trolling getting sorry post somehow offended,continue behaving stop trying put forth effort psychologist puppet probably make little sense best,guess itjs inxps type,envy s ability absolutely nothing productive somehow see kind social revolutionary compensation incompetent also envy ability dick,know little kid around yeah probably,tried problem smell people smoke outside home little reason care two roommate smoked weed,strangely introversion extroversion difficult figure since older model far le dialogue going type one thresh kayle,seen guy wrote suck clearly written malice bos,implying difference two type second half post inaccurate would muddling together si se mean thing,architecture major first semester college time consuming difficult earlier assignment little building structure even design,everyone suck seriously though,movie book architecture internet cooky tried internet explorer never use horrible web browser red box,jung ideal real test result ideal,real,many place use bullshit quiz screen people add another applied job online filled personal information answered questionnaire would,lot actually agree posted except melisandre us fe dominant function rather morbid fucked manner,like delete redundant post website let,liked high school physic chemistry taught level could easily comprehend opposed little taste college physic class average got,lyric music listen evil implication like music way sound cannot understand singer majority time kind,russian austrian fourth fifth generation nothing personality,dialogue scene movie theater instance acceptable small increment long nothing spoiled,saying suck saying find disgusting still harsh way saying like people certain temperament anyway least likely,matter perspective everyone whore somebody else eye left winged professor disagree almost everything say except referred,woman two class quite disruptive every class phone go since know silence raise hand answering,,hate collage make one today ugly mess paper glued piece cardboard,introvert generating enthusiasm sake conversation among talent complex people try make seem,enfs good talking giving illusion say important,see angry one scenario actually seem quite hostile comparison unless joke joke right
ISTJ,became friend,ask,listen talk trash,dont know relevant remember getting flirting one time finally got date feeling particularly extroverted time somehow came going,yes would want flirted someone seemed like wasting time,like control others ifs ands buts,make apparent flirting confusion probably come cheesy care sexy least funny gotta,well according problem parent would say really nothing move assume old enough good luck,quality personality intelligence empathy like addition pretty face,read another thread bipolar aspergers manifest way imagine would hard time dealing someone like younger fact,consider self traditional doubt really traditional way america culture large seems lack real direction anyways hard tell acting,would get tailored clothing id would run farm paid worker rediculously high wage would build pretty elaborate house library secret door would,learned basic pretty easily didnt go major business major,could wear suit day would also concerned wearing quality shoe prefer blend still little flair someplace hidden sometimes,way,hopefully would influence towards making calm enough endure even awesome least theory matter,anyone tell body language supposed look act accordingly,ever one time lot time asking yeah everyone least yeah everyone least,could right keep cuteness surface part appeal surprise,used mohawk cool fauxhawk truely punk rock thing ripped pant etc teenager dressed like bum age,feeling would fall love first blank screen ask put shirt back,anyone ever find quote inspiring definitely post one asked dating advice weird way dont like dump,highly debatable,read compelling evidence sheldon,know test result may said haha,person say asked,dont read often lose place without something break monotony also judge post intelligent enough provide basic formatting intelligent enough,butthole,im majoring hrm,purely science,dont ever need control relationship long control,good op guess great great work,army hated standing change command ceremony dont care new general saying im listening isnt even talking benefit need stand,class hand test hand advanced knowledge class hand test great problem find enough hand time without hand learning,here new one,used enjoy dream go along closer end dream lucid becomes anyways,like money gift people buy thing dont like want way le optimal throw arent looking would reevaluate,pick turd clean end,help even talk people dislike unhappy think fact talking good sign want get therapy make,type jerk mbti type jerk maybe person annoying brother doesnt know fix situation friend,dont like hint either guess part dating game though,depends friendly term w ex ex wife fb friend usually comment something arent shame adding readding,never heard read word cliche used quite way hmmm,,cry movie time guy,indiana crossroad america ya know p,like wear cap prefer hat never wear cap brand running shoe sneaker favorite max new balance female question often,nice backpedal,although always mean,dont think would bust stereotype wear skating think would actually reinforce stereotype dress according appropriate hope
ISTJ,sound like fe ok good know hmm possibly dominant ni inferior se going guess,acetrainergreen still think also goal oriented use ti te goal oriented ti process oriented goal oriented probably,s creative type ne primary function would think look like sign work drunk parrot probably know,hello welcome forum,hello welcome party,hello welcome forum,yeah would say use strong ni lower ne thing use inferior ne coming idea group project come super easy sound like coming,ennifer would guess mother,yes know curious saythe answer would,get explosion idea one idea time,hmm still far see ixfj need figure us ni si ni v si ni v si funky mbti fiction se v si,hmm maybe either many gut reaction well need help learning function site great,hmm probably sort infx maybe,well fe external value fi internal value sound like use fe,welcome ok take look later could kitty new post way forget know post,ok,hoping tomorrow go well,hello welcome forum hope fun,hello welcome party,hello welcome forum,yeah sound like ti sound like ti cause remember te extraverted look outside sound like ti ti,like belief come say believe everyone deserves treated equally value originally come parent etc,well fe external value fi internal value like go depth would say first function introverted relate particular inferior function accurate,welcome kitteh awesome,sound like fe would say gut reaction natural,diamante people also originally guessed yes still think,respond last post friend probably different enneagram type,test got type correct,lefteyedominant sorry reply private message anymore read wrote though think xntp xntj good contender read link yet accurate,ok total jungian cognitive function person ability use people use therefore one must figure main jungian cognitive,could explain like value originally come,maybe strong fe tolerant friend shouting could fe sound like intuition sensing probably fe,hmm maybe inxp,di mean say want important relationship like talking feeling others sometimes know feel talk feeling,,,,ugh hate allergy,value come,get explosion idea first use logic first,come grumpy rarely ever stray away topic systematic dreamer think different way something could go wrong,greeting welcome forum,hello welcome forum,hello welcome party,hello welcome forum,,conceptual abstract thinking,xsfj,look like jungian cognitive function ti ne si fe guessing,think focus loudest quietest type like share information others
ISTJ,frustrating ticket bolivia lol realized pay dollar get country bunch document stay day,avatar show like one much feel like looking another,dare real hated movie anything ever seen think ish maybe tritype range much philosophically self defeatingly,like robert personal level beautiful character think renly would make bad king like show though much,anyways yesterday reading analysis together,see sps dropping like fly shocked beginning robert ugh might miss ending,every time stj born god flip coin,familiar many movie gonna tv show instead stop game throne w office think essentially show theme even though believe main character,signorina misteriosa funny much stepmother experience sound like father experience laughing like could story love father certain people,head type incarnate,gossip goat yeah definitely sound like laughing delete latest post time,personal view enneagram type tend look integration type integration type fell grace integration type idiot got,course connected point meant integration point moving tends feel negative think really integrate,maybe shitty way unfortunately still go image type line reminds free spirited child people really like people like,mean kept telling student complaining class understand thought class good seemed like student liked hate,quit job really mean supervisor giving comment happened fucking sad obviously going fire end month think,laughing good memory door skill really though,yeah faith typers forum also post people know,actually collage super,really like avatar btw signorina misteriosa keep meaning mention disappears hard even explain,like going change official thing signature suddenly clicked mean thing clicked idk someone suggested elsewhere back,wonder anyone see sorry caught thread perc keep taking forever load,annoying behaviour understand,often feel way thing said kid made sense think le siish one thing kid good liked,,,,arya sp sx w sansa sp w really sure general impression,well actually problem confusion thanks anyways,like idea think even happen ne exactly happens lot website haha life well,go,anything varys ish somehow know type maybe guess could idk feel weird perfect metaphor case still think,everything enneagram human thing neurosis fixation pretty much everything enneagram type might show individual person given circumstance etc,interested typing always thought seemed wrong seems le right interesting second choice lying said relate unsure,leave kitchen hour possibly night still counting several straight hour day,want kill roommate want kill roommate want kill roommate,sure computer website problem trying pull individual thread real chore usually need refresh several time make,mean afraid overselling disappointing people haha,interested conversation hand lol tried read felt like missing something star wondering w instead w discussion,aww actually like bran night king theory like last hero night king much like together though recommend everyone check website btw,thinking littlefinger death bothered besides fact sad lol first question deserve die fi,considering sx realizing much need like woken like asleep like frozen stone mean need another person wake,oh going miss littlefinger cry kitteh ghost lovekitty violin ball ghost,type feel possibly valuable seems like self image clash mother image,ugh perc keep completely failing computer phone useless posting thanking literally get page time excited rn,theon boy raised wolf course tyrion dwarf offering people,,george rr martin writing beautiful detail evocative seems little si day felt though something watching something cold implacable,ooh laurence olivier one seen seriously love laurence olivier,understand leash thing sign syn flow
ISTJ,ey verajessa sound like hurt really bad afraid try relationship normal known many people going fear,hey jddadio sorry massively late reply believe long since last signed really happy hear thing going great two always nice,firstly wanna say sorry situation purpleviolet hope find someone soon known several s find people learn lot,jddadio wow really happy hear glad thing working want continue way improve,worry keep updated,nah sound weird anyways introvert gonna want time away people point like even family girl like relationship,glad know mischief better may continue regard mention wanted help worry maybe found parent,oh wow sorry late reply busy stuff anything else uuhm particular scenario really see anything wrong asking could help,welcome jddadio,actually wondering going see guy resting head others shoulder sleeping house niiiiiice xd whoa,ah man good time think two people hear around people funny bring conversation sharing thing sure way,possible took word information think briefly carry get trying say something preventing,hmm think especially tired ex,mp player yeah confused actually confused kinda music,hmm odd agree decision,emotion post like sound something like uuuuuuuh look something like australian spider bite dang would hate guy penis,love color,leave stay longer basically saying xd,yeah think like well stuff like someone trying get like back see could reciprocate little see,extremely energetic expressive something strive natural self understand feeling well empathetic trained,hi hannah welcome forum,like sense humor think keep trying,nope sorry bruh somebody else,safe person meaning person feel comfortable around tolerance patience understanding big part able defend one self,keep dude let negativity bring nothing positive come,cool cool nope say know anything thanks sharing basically hi welcome site,know take time find compatible people tried thousand time different people make bond go according plan learn,welcome welcome foruuuum,man something trying since remember long figured could become fully conscious mind sense aware every cog system,welcome forum dude,well take test given result percentage imagine develop grow percentage would change increase decrease something called,sound like already way man may road open,put shirt saying da house,want vent people get overwhelmed guess go back original approach venting seem continue anymore least,move relationship supposed make happier healthier happy someone want would rather alone bad relationship,know talking around others either different reason though know consequence already listed people,think said causing already worrying concerned future perhaps worried want happen happen probably thinking,welcome,lol,think list different type stereotype controlling let people adjust accordingly begin distance,aiming really believe secondary psychopath goal neutralize hoping congrats promotion though,laughing reading post till got driving bit xd,like enough sleep option anymore allow much possible,made lol xd,get angry super easily get frustrated trying keep distance people anything would tick start ignoring people keep,though remember used like remember thinking significant okay leaving alone month long took,move easily mostly break someone know exactly someone break think really looking,make best pancake ever,munchies going grocery store make baby dinner ridiculously loud lip smacking,dunno weird really talk often always busy thing like best friend time feel like love time see
ISTJ,dad grouchy old inherited work ethic practicality frugal nature though much curmudgeon love sci fi fantasy mom,missjordan pointed putting unlimited money hypothetical economy would cause inflation epic scale would ration hypothetical spending time would give,financially conservative socially liberal independent voter,non religious volunteering nothing religious orientation,pretty much anytime working particularly something repetitive mindless much job zen,look person seems really intent work extent either ignoring annoyed whatever else going around might one u course,ah joy adulthood,atlanta driven time used live augusta ga hour away austin used live san antonio hour away visited couple time boston went military,talking pain referring physical pain emotional pain others intentional career choice e doctor dentist surgeon veterinarian soldier police,state capitol texas sure heard texas nice town hot hades summer though,atlanta washington dc austin denver la vega idea came atl like atl weather traffic culture dc,cable end watching thing netflix long season dexter doctor lost though last season good kept watching see,would ever consider going bungee jumping skydiving recreational purpose heck army sort thing rappelling job,quote hello interesting never tried meant usually ended going mall teenage girl nothing car frequently,always look mad mad asked friend close huh look mad thinking must thinking face let hang,hm sound like subconscious throwing occasional emotional grenade might hormonal definitely gloomier easily annoyed time,think mother serious mental illness since hard say sure talk personality talking pre illness,make decision fast often fast hindsight guess strong j preference stand open endedness gather much relevant data within fairly brief,weird thing embarking new relationship automatically memorize every conversation verbatim object desire mention slight detail great aunt tilly,title mean le get older think safe say nerd slight geekish tendancies always liked doctor star trek series obsessed,interested almost anything short term think subject silly astrology trivial happened last night american idol whatever tune,maybe random cupcake thing know kind opposite would,suppose right still getting kicked military hard imagine normally fit right big machine like custom made,seem like balanced f kinder gentler voted first upon reflection would probably make noticed anything,nicely put whatever said near mark shrug think geez jerk go day think truth though oh eats,probably deliberately trying hurt know want strange year old whose life suddenly state flux may trying grab,sound pretty much exactly like think age determining factor much give damn go around lot thing make cut,agree enneagram kind pain butt compared mbti score crazy first time took even think really place totally unlike mbti,evil meant lot different thing different time place history let look thing consider abhorrent perfectly normal good accepted time,thanks think carrie fisher quote brilliant mean randomly predictive mean dream room certain group people someone said,went back read whole thread posted great discussion kudos talking something like sensibly sensitively extremely rare,sure op meant physical abuse though case woman take advantage never hit woman law ingrained men head use physical violence,much time college first time acted different way way since extremely needy people hated alone,believe supernatural however open idea natural phenomenon understand yet could encompass thing people call supernatural,naturally talented reading body language teach gotten older think something lot s gifted though maybe,depends type risk thing people would consider risky planned advance traveled across europe lot u,nope make enough small talk pleasant polite feel need go deeper population genuinely interested someone something make,probably took first online mbti test always tested though started getting interested s relate type,vaguely remember letting kid copy latin homework never cheated test however steal candy local grocery store occasion ish,always felt like outsider except brief period college sure different unless shadow feel like belong,count number sick day taken last year two finger perfect attendance every quarter went back school another degree couple year ago,agree others s deep obsessive streak get deeply minutia thing pique interest feel like learned everything something,sound pretty normal older really like time home world think quote man home castle probably coined,carve time take care emotionally physically yes introvert luxury misfortune depending perspective living alone,indeed never seen anything like mbti website psychological type profile pure mumbo jumbo edited add call mumbo jumbo referring physical,read article recently talking root gossip evolutionary psychology would useful survival strategy lived small group know sleeping,know socionics type slightly different mbti type using mbti type might misleading personally find socionics believable,keep head job camp work persona hard working polite innocuous vanilla even inspire strong feeling people one way,started drinking coffee twelve freely admit addicted give caffeine allowed military basic training long long eight week,fantasize plenty problem making story plot conversation alternative history etc never able sound like either
ISTJ,greek yogurt honey drizzled top black coffee,dear husband thank job help around house could please stop telling felt experience household drudgery thank,former boss let kept piling problem still alive quit,back used date could tell guy lazy give second look like control freak guy started behaving like possession would break,want sell something create different much possible noone able identify want knowing sell,identify practical reason art working old town picture placing dad shoe shine boy painting using old photograph,answer thought moving another city far away freedom people keep constant tab loved one usually kind personal,seen worker related owner reduce productivity office surfing internet get would see laying blame worker lack,right handed brother left handed husband right handed child left handed,prize art contest high school draw well take picture make drawing one house painting old town dad shown,imagine evil bully wink,novel open right middle start reading get straight point speed read ending beginning get afterthought never read book,bully crafty targeted one person one would understand really going resigned got good tired poor communication lie would forget,came typed people said wrote like feeler curious wondering express feeling use emoticon writing trying get others understand,wow sound familiar notice always working others loafing personal discussion deal work draw line right personal,tolerance start job hunting know sure person lot job security deliberate difficult fussy done,take individual basis like type annoying rude like kind respectful give time get know better,know never try make sense everything lose mind identify say feeling like perfume mentioned one previous post,possible pick minute detail husband notice perhaps excuse overlook observe file observe file constantly lot thing like clothing,know safe place get vibe people could trouble move somewhere else like sitting next emotional person talk loudly,yes actually feeler feeler feel feeling feeler feeling feeling confused,much time generally take making important decision lot research first take two three day week depending kind decision making,took first post person lack knowledge insight thought minute decided go ahead inspiration probably drank much coffee,pick people feeling emotion accuracy weigh thing like past experience detail present situation deciding respond think thing rather,identify somewhat prefer group activity board game nothing else hate aerobic dance class one push ups jumping jack,kind letter attempt contact come across annoying told stood want anything else,friend developed feeling married straight almost trying pull closet nothing hide hoping gay,likely response know enough subject tell research believe attempting capture idea draw web,score though conscience right place also pragmatic streak generally afraid dirty work shrinking violet daredevil,,everything rather slow deliberate,year ago gathering gift exchanged shortly lady told disliked home made thing especially crocheted blanket asked like,planted okra today,get misread misunderstood people sometimes mistake calmness caring truth stay calm think right thing people judged stuck,yes okra indeed going get planted left field like plot house viewed road correct left field,must plant okra,strange humorous thing happened store today kept passing lady aisle one time said think rotating opposite orbit wondering appeared,attempt eye contact selling something lack eye contact mean dishonesty much threatening creepy improved skill time find smile,people usually either ignore pick playful manner always end sitting listening knowing interested talking yawn try best,found would happen suspect next thread diy project,burn bridge someone done wrong want already sound like acquaintance friend,mean laughing seems like cool idea need microphone put day erase wait family much background,appear mild mannered shy people shocked get fed enough stupidity finally say something pushover would never say arrogant,maybe asking wrong person right come,ate stuffed crust pizza delicious,live go making bread maybe needed time playground life remember savor like bread made,going add many thing life accomplished without faith faith substance thing hoped evidence thing seen person need,like rule religion sure tithe go broke go hell dislike fire brimstone fear tactic teaching love self acceptance one step,last conference suspect slight change last day followed return malfunctioning robot teacher question compute book say,teacher lecture adult class reading book u teacher call reading straight text lecture force educator reluctantly letting
