type,post1,post2,post3,post4,post5,post6,post7,post8,post9,post10,post11,post12,post13,post14,post15,post16,post17,post18,post19,post20,post21,post22,post23,post24,post25,post26,post27,post28,post29,post30,post31,post32,post33,post34,post35,post36,post37,post38,post39,post40,post41,post42,post43,post44,post45,post46,post47,post48,post49,post50
ESFJ,hang personality cafe much seems like majority forum s rather people wanting complain s valid becomes draining,littlemermaid think completely fair desire feeling part wholeheartedly believe everyone able share make comfortable feel,know s one one husband younger brother known nine year super close anything get along quite well much understand,hi haruna think one thing s result kind fault describing focused especially front u personally,hi cmae great way determine type researching cognitive function similar function fe dominant love around,hmmm speak anyone else course personally concerned helping around self victimizing feel overwhelmed thing take,probably want talk problem mistakenly gotten habit opening question get would frustrating especially thinking type want,outside acting stage would cry easily try fake emotion reason,mind enjoy helping people answering question type know ask necessarily ime type stuff le right,oh good glad could help thank si detail ok might need like month get hey already couple month,hi kc read post given thought long ex broke people typically take around half amount time relationship get,well fesineti coginitive function stack never ever entire life popular one weird kid growing partially family lived,banned s lol get banned personally love itnps tine combo great strength weakness keep lot life,know bragging thing know ever really bragged anything tbh least recall flirt pretty overt say dropping hint,well speak u personally help friendly people unless give good reason behave otherwise even take lot lot people,based second one could qualify nerd area interest certain thing truly expert stereotypical nerd topic hobby like computer,written function based description based cognitive function might help find one work happy update finalized,still solid definition nerdy think s prone ob interest time learn much possible topic interested could literally,spend much time alone spend time single get relationship rebound typically healthy experience,stand top type music usually please country rap pop etc like weird unusual vocal interesting instrumentals anything piano driven great top favorite artist,child raised mom dad whatever took please parent kid well behaved always deemed mature age typically close,great hope thanks love sure thing nice unless mean literally taking care oneself healthy also,hmmm suppose first impression based picture username keen sense humor like s know life probably work programming either,well like said predict reaction would strongly recommend sitting already telling say thing like bitch,well sound like stuff work think might good sit spare minute tell hey mom issue xyz area,happens time great new original idea invention come find someone else already got waaaay time sigh,conversing high ne ni user working grow ne think key going ne thought conversation journey follow one rule improv comedy used,missed,know late party love regina think based music interview social medium post brilliant amazing sigh,tend always laugh joke think joke funny would put first place,defining maturity based inner world external behavior talking concrete practical pay bill time saving boot type maturity,may wonder never cease,honestly think everyone truly loved world could better place could continue running like probably end life would,think people worry life expect much others unless someone specifically asked input life choice would say anything try get,s name balance function development let post ne thought start fiction parallel universe story write exist,human evolved past needing sleep,alrighty sob story hypothesis s might end mean girl persona posted nothing personally contest,awesome friend long tend pretty good memory sometimes call people remembered something incorrectly also though try keep mind,haha yeah mean fe dom would invite two people clash badly party seems like poor planning lol,might better ti question ti s look different different place stack serving different function sense asking fe,imo middle ground ignore someone like outright mean person like issue excuse bad,thanks may ask prompted question curiosity life trying understand better oh see yes think could fascinating prefer,hmmm tough one would ask exhibit similar behavior friend know married started talking dating month,hi cheshire cat quite lot question best answer first love library time would go every week ala adulting get,meaning act like bitchiest mean girl might lot bad influence majority life get place end bitchiest mean girl,welcome forum hope help get motivational energy engage others sure much studied cognitive function,think make great point prada pay close attention people thinking feeling known someone length time pretty good idea say,like said behavior e spend time indicator type sensor intuitive type misnomer everyone sensing intuition,hmm guess could say like expressing sympathy literally feel emotion others personally super emotional person typically feel,love answering question helping people understand healthy s better ne ne come speaking quite often may start sentence quite knowing going
ESFJ,maybe least emotionally stable type opinion lol s charismatic fun around feel like constantly go keep distracted,thing s find fun dumb question,scientific fact woman speak higher pitch men attracted higher voice mean fertile appeal natural hormone well,think make lot typing error personally notice one like uhm lol,lol like thank,lol site owning seem like likely career choice feeling like mostly xntjs paranoia,horror movie cliche fit personality type lol fun,personality type like enemy,people opening photo yeah lol,aweee tell want date article lol,personality type like bed vivacious lover sex truly good deeply love truly care someone sex almost feel like,date explains common misconception s entirely false wink,myers briggs mbti type need know,myers briggs mbti stereotype actually false love article feel like stereotype truly upsetting inaccurate box people narrow minded view,personality growth previously typed officially tested think right thing persona stage see,funny personality growth typed correctly way officially typed site thought possibly woo go pgrowth lol myers briggs late,myers briggs mbti super power,tail rock,myers briggs mbti marvel superhero character type link good promise lol,myers briggs mbti disney animal type mbti type different disney animal character,classic video game character myers briggs type,lol perfect rationalization change description everything said lol,fun lol agree enjoy lot disney heroine possible disney like make variation get called one type,disaree every single typing though lol even come cinderella stereotypical mulan possible aurora also perfectly,tim burton myers briggs mbti type,lol exactly wizard superior,really cool lol live inside dream,fictional vampire stp though lol much physical world see sorry see basilisk may best though idk exist,,lol think decent enough title wizard mythical being rather creature lol,myers briggs mbti disney princess heroine oh disney love thee,myers briggs mbti mythical creature love like getting something good phoenix make sense make sense,eh know s would woud never watch enjoy either show lol star trek definite actually think show csi imagine s ever liking,binge watch netflix according myers briggs mbti type woo fit mine unfortunately already watched show recently maybe,ne deal possibility broader spectrum ni see surroundings occurring applies subconsciously see happen next make talented chess,help accomplish goal part feel like fail see different possibility becomes blindsided occurs get wrong taken advice,taking word far harshly maybe portraying caricature type make point clearly failed lol saying believe every single type,yeah buy reasoning,obsessed show mostly tina amazing character seems unaware realize come insightful thing feel like,actually tend agree xntp ti ne least aware possibility capable analyzing figure much logical approach sometimes analyze,every single type flaw say one group function best subjective unrealistic every function positive negative attribute personally think se fi together,bad agree caroline make happy lol one proud believe matt vampire diary myers briggs mbti type list,feel like everyone type dean really looking close enough behavior totally si se living life way always lived lifestyle,well rude,omg usage meme perfection lol,personalikitty mbti cat edition part,personalikitty mbti cat edition part,fit u lolpersonalikitty mbti cat edition part,yay personalikitty mbti cat edition part,love thing much personalikitty mbti cat edition part
ESFJ,,general specific song overall listen little bit everything except anything really hardcore brain deal right second listening,sj pro choice say advocate abortion end day woman choice something would personally make wrong,sure ever dreamed colour,honesty success,slightest noise breathing sleep fan radio definite,ocean end lane neil gaiman,pretty much wear want kind person never ever understand people choose wear crocs jelly shoe,haley james scott one tree hill know supposed feel probably connect fictional character ever mary,thank concise answer extremely helpful n questionnaire never felt like actually exploring dealt thing took time,thank ask question laughing difficult type looking super depth answer wondering,think impressionistic definitely tend feel attached place hold importance moved childhood home year ago even though parent longer live,worry need tell anything definitely seems though using compulsion deal anxiety would go see someone,proper accordance example working office someone singing top lung would deem inappropriate would,worst term personality people thing right get short tempered probably thing like least,struggling figure describe um definitely pick thing definitely use sort thought process break extreme extent enough,fine honestly urm interacting person tend take information speech body language etc rather picking via instinct guess,ha type person future play massively mind,thank much appreciate sticking asking question big help,procrastinator sure think everything,practical realistic without doubt,sound lot like mentioned know awkward compulsion use difficult say expert subject core,gregory alan isakov stable song,like dark hair eye brown hair brown eye,frozen,probably david boreanaz still stand tbh,lotr movie book,knew person dying wife close new information would good bad would make decision based perfect stranger proud,fight club chuck palahniuk,lived without bacon two year yeah,like man deep voice tongue,strength compassionate honest loving emotionally strong willing fight thing believe weakness much procrastinator perfectionist overly critical hold,aspect personality made unsure type personality full juxtaposition never felt could fully explore n quiz,ha thanks welcome tanstaafl bear,joined forum little week ago skulking around awhile decided introduce emmy e still trying figure fascinated,emotional pain physical pain life far could something proactive emotional pain much tougher often need dealt much deeper level,gender female hair color medium brown hair style shoulder length bob eye shape roundish almond eye color blue glass n yes computer watching tv personal,,shawshank redemption lord ring trilogy forrest gump,pretty classic style whether trendy know like,absolutely love rain especially day much perfect excuse spend day bed movie cup tea,away hate water hitting face feel like drowning,idea mbti tessa might would know feel free type scott pretty much video without p,team sonic p,,voted care even especially quickly grabbing coffee something see someone full shopping sunglass find,seen variation question almost section except one movie tv character relate personally relate piper charmed know lot,still admire way carry whether training,interview footage seen seem similar temperament say like classy elegant way would want life like,love audrey hepburn admire kate middleton technically royal whatever tom hank sandra bullock lauren conrad mariska hargitay tom hiddleston
ESFJ,know first post enneagram forer effect certainly last disagree people say enneagram seems accurate,hello everyone interested helping people identify enneatype mbti however many resource help confirm type go helping people,well much crisis starting wonder actually rather somebody please give questionnaire something would help decipher,people tell time however extremely extroverted tend warm friendly able make friend fairly quickly know heard,political activity lately discovered hard refrain joining political debate fight deeply rooted belief however,emileearsenic know mean friend kind like mad problem evident mad friend,lot time see people made fun hurt personally think fe auxiliary function also think picked unmercifully,like routine find able survive without sort routine something change routine usually become extremely anxious uncomfortable instance,know may hard question answer typological system would say accurate personality type riso hudson section book comparing,chickydoda diagnosed bipolar definitely relate pain experiencing due bipolar took year therapist psychiatrist,flatlander also another book yet read,x x x time favorite statement versatile actually turned game friend find funny statement,flatlander agree cognitive function would useful definite description typology jumping right myers briggs enneagram matter,lot friend tried help type many people receptive come across think one particular le,like go bank grocery store etc people fake might well ooze pasteurized prepared cheese product especially like occurs,read one book riso hudson good book link barnes noble,personality type using enneagram self discovery richard riso houghton,leadintea reason said ixxx paula deen admitted agoraphobic past,walking car making short stop local eleven notice driver car next passenger side door way open preventing,guy fieri giada de laurentiis maybe paula deen alton brown already looked ago rachel ray robert irvine know,romantic language relate french haha kidding torn word affirmation quality time physical touch,hornet much would recommend linux window mac,hornet thank much used command tried gnome classic really fast definitely use system get bogged,recent convert ubuntu switched window xp far loving ubuntu unity fellow ubuntu linux user,tortured thaaaaat,likewise fellow type comrade,stop suffocating everyone like grocery bag mean eco friendly one either,think possible somebody type change throughout life,mbti type think edits post writing often big problem retyping everything post personally think sound awkward even problem,ever get impatient kind rhetorical question get impatient stand different inanimate object start cause problem,really want read enneagram already personality type riso find interesting book recommend thanks,know probably fall line si dom ever strong feeling centered around object object feeling also ever,teddy tell almost feel talking seems almost everything described fit almost also problem going,teddy glad alone always thought one ever feeling try best care others think really,different time urge make new friend think talked post usually new friend list specification made,actually received many compliment regarding interest typology awkward situation one time school friend know love help people type,planning majoring french language literature possibly double majoring general music actually perusing many different college moment right hartwick college,vous te un qu b cois n est ce pa figureskater right mal used french,lyc e ou ailleurs,friend let loose sometimes act crazy always reserved matter situation,feel pretty good finding get place without much help also feel good giving good driving direction others good direction good,bienvenue je vois dans une autre poste que vous parlez fran ai si vous voulez parler avec quelqu un qui peut parler fran ai vous pouvez contacter bient,il pla tellement qu il beaucoup de personnes ici qui parlent le fran ai miss butterfly girl je ne connaissais pa qu il une comp tition national pour la langue de fran ai que,know time easily impressed sometimes jump situation buy product commit something get easily impressed find later,feeling sleep deprived wondering going accomplish everything need done tomorrow,walk waiting room intention sit quietly corner want attract lot attention find striking conversation complete,interested hartwick college going visit campus soon plan majoring french language literature minoring double majoring music piano major violin,saw dark knight rise recently day shooting bit scared watching movie every time loud fight scene would get extreme anxiety,eluquise yes yes yes thinking today restaurant going since little always get dish every time go,really love speak french interested foreign language love foreign language french
ESFJ,one time boy liked told every time hear voice heart pump barbecued chicken,sweet please pray comforted situation rather go detail thing already starting get better feel really good knew,hey guy wanted tell amazing site discovered grant real wish make dream come true follow instruction even,ok sound good s actually seem pretty cool think think mostly ixtjs scare lol,well little nah scared yet grumpy like others,love pretty much unanimous kenneth exfj prospect sharing type make happy,introverted thinker alone scare lol,physically sensitive huggy,love everyone ixtx type scary though,lol even better kitteh,welcome understand nobody perfect matter acknowledge need improve try best seem great,well thank asking fact care mean alot well thing ti doms tend make sad thing like understanding feeling apologizing enough,seems general consensus,saw agree,think th extrovert given sensor love thrill thing appeal sens f passionate p free spirited,agree alot typing think skye ti though,work,s s s s s s,probably mild sensor tend towards certain intuitive trait namely idealism also bit metaphorical typical typical sensor general,great sound dreamy,love everyone pretty much introverted thinking type tend rub wrong way,made thread like little ago lol,maybe,randomly watching old clip movie earlier got idea since actually seen movie like said watched clip recently read,true also seems pretty sensitive sure kinda toss,s full life cheer good humor,already marginal n preference probably big change cool e f j definitely stay,conservative republican,thinking day frenemy almost nothing like recently found shocked,coulson may skye ward fitz inxp simmon,mom dad inxj pretty tough extroverted feeler household still love parent usually try work difference,think cheese sandwich grew maybe xnfp,yeah seen movie version yet huge fan tv series watch every night testify felix version debatable oscar,oh ok interesting actually referring tv series felix played tony randall also said people could try type movie version thanks input,grumpy nice,take test tested one meant wrong meant something upset,take test tested one meant wrong meant something upset,movie version felix introverted interesting referring actor since used real name,wow even though relate alot maybe n preference marginal trait awesome get best world xd,often find living mom mentally emotionally wearying time get wrong anything love often feel like understand,love everyone tend comfortable socializing fellow extrovert keep better um people saying s introverted extrovert,felix odd couple love cheerilee little pony zoe littlest pet shop possibly,like style yes funny,observant thanks insight fellow fan show,interesting theory thanks post think nancy might isxj,love sensitive idealistic s,interesting think letter,thank presenting viewpoint,think macduff macbeth also think king duncan,idk loooooooooove classic sitcom odd couple one favorite general consensus felix often used example
ESFJ,thanks s fantastic listener always willing give advice spot even word feeling properly somehow seem understand exactly feeling,find conversation mature s enlightening really admire much detailed research go supporting belief definition logic right refreshing,everyone different way coming decision best way come describing fluid v static first group people believe decision always,wonder making passive aggressive comment related s distinctly dislike confrontation since hard u tell someone directly wrong try show,genuine value people really stand someone action word match true requires face hard truth,popping say hello ploy seduce s wanting seduce s worked,also agree walking eggshell make healthy relationship communication difficulty due misunderstanding social boundary s also s,interesting perspective difference s s certainly agree last three statement sure exactly feel first statement fortunate,gossip people s love everything related people surprise least s gossip associated love talking people thinking people making,generally making people happy keep u s happy example like cooking great way gain quality time someone particular case,know guilty many occasion emotionally driven kind double edged sword happy feed happiness spread others feed u,one thing attracted different perspective life find s systematic sure right word way looking thing like,satisfying relationship whole require healthy people regardless personality type however think folk inherently lot big misconception,finished whetting ninja sword,agree one favorite superpower ability effortlessly understand given situation multiple perspective empathizing others make easy,boiled essence often hard s young child think multiple concept theory time recommend sticking one concept,agreed processing time important s since use sort emotion getting way u coming realistic solution also uncommon,also hardest time learning math younger especially fraction extremely helpful sort concrete demonstration example thought,deciding mbti type introvert extrovert dichotomy actually easiest figure social really anything since met,great topic loved broke question manageable chunk often reason topic understand jargon,find s quite interesting refreshing take world time go type,photo great love printing actual photo album old fashioned know love thought memory tangible form withstand server crash,like expand upon great thinker said best way argue tell u feel exactly bothering fix need,totally sneaking away tiny harry potter closet forum take boredom pain day mentioned previously pain make difficult concentrate,really justification say thing like sure personality type play role think thing may tempted behave one way another ultimately,drug choice caffeine interested trying harder stuff,continue trend agree poster think trying put introverted really trying understand everyone around,reading j vu high school locked one friend car girl liked let asked go prom getting,multiple confrontation like roommate absolutely agree thing already mentioned continue living many scenario,agree friend certainly sound annoying strictly due personality type jealousy competitiveness condescension trait belong one,spot u trying find social happiness interacting ton people extrovert spirit lifted people interacting folk go,love upon time agree regina hardest time understanding snow point view voicing feeling also problem starting,always thought drawn extrovert introvert equally realized close friend introvert make fantastic listener introvert always see,completed please let u know topic finished gathering data,without context pretty difficult extrapolate friend reacting way really bother detect even hint insincerity,true think pretty common s hold hate confrontation much b easier keep stressful thing inside disturb anyone,s go club prefer reek alcohol vomit s hang cliff actually quite afraid height s trying see fast go,quality time word affirmation act service physical touch receiving gift pretty accurate still appreciate gift,think s perfect type think type perfect type personality typing simply method describing person may act way take,optometrist training one main reason picked optometry medical field social aspect really get root patient visual problem,always liked math much better history bored tear see people would hate math especially think memorization personally understood,talk thing interested s love hearing make people tick lenabelle said sure enjoy around,say continue discussion first like mention conflict natural part relationship friendship regardless personality type,opinion environmental cultural factor play much bigger role determining one stance topic one personality trait true s value tradition,interesting though social responsibility questionnaire choice limiting sometimes would waver choice important important ought,e live people wait mean e exaggeration seriously feel reason thing help understand people like concept,hah happened noticed s type sure middle conversation flowing along smoothly sudden ask random,day paranoia healthy dose mistrust form hospitality put wayside gone day would accept ride stranger keep front door open,slug snail killing spider insect general big enough feel even wad tissue equally serious note could serious,love receive quick little message rd said really receive much affection seems like multiple reason responding regularly
ESFJ,family really occasional one friend maybe,much anyway sent message day supposed turn got reply oh bugger really horrible person completely forgot something,yeah know idea going message tomorrow ask really done anything deserve heck last time talked told sorry hear,alone mainly hate stuck saturday friday night nobody talk nowhere go worst feeling get,get easier help wonder many actually trolling knowing sort response going get cool though move take stride right,thanks easing conscience interesting actually going wait contacted talk well talking month half admit nearly kill,keep finding birthday card tucked away random place instead throwing pile grows actually get given nowadays,thankyou always nice hear another person getting moment probably good think fact try sleep people month,dear fellow one thing always able relate quite well list weakness personality page anyway especially difficult,back would much rather give indirect affection someone direct anything someone love care ask speak feeling direct,everybody take different time relationship people go differing expectation whether marriage even occur let alone understand,think one always danger speaking behalf people actually know thinking personally never hooked randomly anything,whilst generally feel way give year people like talk job albeit nearly situation,though speak female heartily agree whole authenticty thing personally drink anything like love head friend,put hand lurker time remember come around see need create new thread anything think like talk discus,alright kind sick type usually dislike type x true everywhere else ask people get older especially,straight shooter nearly impossible hard bring courage straight line sometimes,think would nice future know someone going misintepret post qualify mean instead waiting response clarify would effective,yeah though kidding right part temperament mean part worldwide problem getting topic also please imply,probably object much said myers briggs foundation unethical guy awesome worry heap fun,think cosmia hunny bunny pretty spot agree readily forget someone rejection hurt would probably come back cosmia said well said,apology away long incredibly busy last month though wish bring thing posted long time ago april back think,love pun generally laugh anything someone know dry sense humour whilst took enjoy also come robotic uncaring,inclined agree especially person deemed worthy need special attention definitely get agree miss willow,seem attention seeking introvert love told good know personally feel part team unless feel something positive coming back,read imagine situation imagine saying time anything refusing take time work putting work pretty much,learn keep mouth shut like something open mouth something annoys easily also need stop incredibly tense time worried people,oh never heard something great life know sometimes get bit pissed really hate get like refuse anything upon,like strangely enough even though np drive crazy funny actually think whole ness drive crazy nevertheless absolutely love,help exactly always like clarify everything make double sure mess say fairly good si reflecting throughout year,always awkward sort thing happen much especially drunk magical liquor remove everybodies inhibition,suppose differentiate j although supposed done let judge another person type reason quite,response someone talking get along great one friend one nicest people meet thing bother sometimes,love like keep edge good friend know make feel better anything even way joke play insulting nobody else ever able,think huge difference posting thread people dislike thought implying like whole correct,want anything stand leave people behind one reason hate moving anything else really pain,sure help say borderline e personalitypage,guitar acoustic electric anything like guitar like bass ukulele etc play little bit piano badly could figure thing gave lot time basic,play instrument used songwrite quite lot slowly lost time little bit creativeness get song done year though,gurlygurl kind stereotype say men approach woman would suggest try hold grudge certain type burned past,think anybody quite cold towards period time relationship kind loss know would find quite weird person dating still good friend,come sfj surprisingly hufflepuff,think right many u around quite new anymore got one friend bit mind stressed really long week,friend depressed seem talk give call feeling little bit better end,hohum little unsure meant post would mind elaborating gurlygurl let thread internet dictate whether child,love swimming done long time normally train hard half year sometimes wear literally shoulder slowly getting back,yeah true also seem make people problem mine want fix best idea either right every field benefit range,sure used anybody showed interest really liked terrible know burnt know fact sure someone generally level headed,type anything want profession better whole balanced type pool better judgement made would love psychology doubt,guy really middle e relationship dumped really harshly another story probably explaining single since
ESFJ,bilbo baggins,tenacity,course creative like making landscape picture pastel crayon draw portrait people pencil also drawing pic animal anime character,mum father little brother,mariah carey whitney houston bilbo baggins,first typed good using ne like knowledge thought xntp year took long time finally find type fit use lot fe,new photo,also change subject mid sentence high fe,lord ring two tower pippin sam awesome,hobbit unexpected journey read book watched movie time ago rewatched first one understand hate trilogy receives,bj rk joga,know japanese original german version anime know character portrayed funimation version anime also read manga think,would save case make servant attractive bedroom slave ever betrays make upset would punish send far away,favourite perfume elixir purple yves rocher smell tuberose patchouli favourite smell musk use deo every day also musk incence smell,final fantasy mystic quest snes,many language speak learned speak fluent english german bit japanese like learning language yes especially hard like challenge,read make tired enough maybe exercise going bed,pink floyd division bell within temptation hydra kanye west beautiful dark twisted fantasy cure desintegration torus amos strange little girl,,,get weird griffith berserk freezer dragonball z ganondorf legend zelda,ladda land thai movie something ghost horror movie watched one found really creepy,scarface main guy total jerk mother cared care damn movie made aggressiv know liked wife broke,akina nakamori desire live,,,pok mon kirby triple deluxe,often read one book time currently day sodom marquis de sade strange tale chinese studio pu songling higurashi naku koro ni manga ryukishi,think frieza w,type,ganondorf w frieza w s,dragonball evolution,matter wind howl mountain cannot bow chinese emperor yu wanted either bow die disney mulan,journey west wu cheng en,xntp,ganondorf frieza,think frieza w,,xntp brother half brother father mother grandma grandfather parternal grandfather maternal,legend zelda link past,redganon rebecca deviantart,othello shakespeare,s s s first one creativity second one people skill third one planning skill,anything guy,cowboy bebop futuristic adventure anime awesome music cowboy bebop wikipedia free encyclopedia,romeo juliet william shakespeare jin ping mei lanling xiaoxiao sheng,yes often annoyed someone interrupt working something roll eye people scream listen know care,smash stuff alone room angry something stare hole people head rarely hold grudge take lot make really angry someone overdid,bj rk pagan poetry,luna lovegood
ESFJ,lol figured meant like way,speak hindi well supposed tell come tell please,lol know mean please tell laugh,yes already saw video xd like aib think insightful comedy,suppose one mom tell standard low come look aim higher really really care guy look fact currently,asked enneagram need mental health advice psychologist psychiatrist degree stuff even mental health issue,idea need advice heard thousand time thanks concern though also compare life garbage,typed enneagram ago open possibility one something diagnosed borderline personality disorder,watched video interesting say hate si probably know socionics made laugh probably stereotypically since s,probably already know one realise anyway like get along every single meet,probably like black person racism probably like trans person transphobia probably like gay,lol typical make personally mean go ahead statement automatically invalidates everything said know going take,think weird people say mean thing s s stereotyped behavior applicable think people type good exfjs s bad one,despotic ocelot told receive message anything else friday wait till,people fun genuinely interested people way become friend get people like u find annoying okay,yes like watching show also like trying figure thing go going outcome story make feel smart right relating,reading wonder much actually know typology lot typism lot true lot attribute applicable type also,entirely sure hard time typing six good sign would anxiety six anxious unsure though may show different area life,like thread much came saw lot hatred s cough dragonhead cough thought could explain thing borderline personality disorder bpd,consider spirituality complete b used people excuse escape real world live soul exist god belief,lol guy think,currently engaged worked forward feeling tell guy like work human general s make,bolded true engaged best man know sticking really special guy refused let go first hard,okay mean sound harsh earlier reply personally good day bad day even pill sometimes reflect action later feel like,diagnosed bpd really say get help something deal also get relationship without getting kind treatment,home really typology hobby mine really pay much attention irl like coming people seem interested hobby sensor,advice social butterfly go trust say,think might depressed recommend talk therapist something maybe little medication help meantime uplifting thing like working meditation,kind thing write right way keep journal force write stuff put pen paper write come naturally okay,post perfect never understood people hate s much reality probably number friend think people need scapegoat blame life,people like sensor annoying insufferable okay even great,split offend never said hand oh please take self pity elsewhere full right feel whatever talk,ever feel lonely misunderstood like outcast love people yet find hard find place truly belong sjs feel way well see lot,wow offends many level let put aside moment hate people dumb function like se simpler version ne si ni going say,hi welcome perc friend,really large eye kid get scared stare wide eye used scare brother time kid lol boyfriend asks stop sometimes xd,simply personal preference,talk intuituves sensor maybe problem,lol,hard core capitalist op annoying,need end disease socialism,friend depends trying get something done really focus task hand fun really talkative,lol exact problem used identify sure emotional thinker suppose know feel fe need harmony,facepalm,discovered thread good know changed much,virtue think superior simply despise rich believe unless something show really right claim superiority,mean shallow experience possible deep conversation type,,omg seeing xd congratulation mooni want like someday catching,mbti definition intuition use describe n mbti nfs androgynous
ESFJ,one major dislike snob meet way many people believe taste preference elite set go rejecting others without qualm due dislike,interesting op mentioned attracted couple male think happened random chance mean think like pov average,definitely artistic type enneagram strange others see way scattered messy enough fit stereotype artist,funny odd predicament people always told try try something difficult talent skill seem almost completely,people seem dislike conscientious sometimes people like lot see self disciplined lead compare unfavorably know,finding real best friend difficult enough nice good people world order best friend level major compatibility,funny reply thread attempt reassure op girl likely ignoring deliberately found real life,s known outside family sister father s okay book guess know never best friend respect like role play,found extravert like love new people people seen see new introvert opposite quiet,definitely connection traditional simpler society beautiful natural kindness gardening wooden item greener option becoming popular people,s poll forum oh oops mistake know thought lot s,think s s probably look pretty identical one another many people mistaken even even getting know believe j creates sort careful,maybe trait s unhealthy one case sister really really value competency success like would say top value different,know saying wickedqueen could even see giving advice somebody else see bad alter little keep peace know,would deny point bringing asked give cousin another chance really even talk say like,big sister found best way get along follow lead also make sure show meaning even know something keep,lucky enough find another always try overcome shyness get know oddly enough think like meeting somebody much like,discovered love learn graduated college somehow told study made whole thing unenjoyable often wonder could accomplished,sister enneagram good heart deep one issue great hatred people seem demonstrate natural ability certain area,s terrible conversationalist strange extroverted time want talk interest find one listen,something see done time probably even realize seen person first realize something wrong,noticed tendency group woman tall heavier one dominate slim one quieter agreeable theory difference underlying hormone,sound like old best friend upon time friendship ended started think victimized looking back good term,jealousy come false belief people life easier life hard everyone different way someone appears something would like,hard see accurately type generalization problem know much always see exception break rule known,leader charismatic type though think really well integrated external world get natural high getting others tell,society niche spiritual impractical type people western society really place u always forced learn something,know would qualify outburst people acting difficult ignore long problem calling people behavior problem meanness,leadership position pretty good getting successful project completed fact good problem always somebody want,may call holding grudge actually learn somebody basic nature respond accordingly think lot people get away terrible behavior,hope give impression forcing kind extrovert friend becoming social natural process certainly try force,husband two closest friend like targeting inxjs yes attracted attracting certain type sure kind,snail thought post could right s le willing fight one side another take situation might explain thing open conflict,child heard sensitive occasionally college heard girly female insult course saw strong woman ideal modern,may openly cry get depressed lock home tragedy affect want people see weak put good show,maybe problem meet another irl think wow really alike friend actively trying avoid people understand since,worried people thinking trying deep intellectual like form elitism chosen weirdly think make people think must harder,growing typical introvert never boatload friend always attributed shyness lack friendliness content best friend even much urge,since fit neatly box people figure get discrimination side clique alternative people think mainstream care hipster,almost wish people would say least would clear thing usually happens people respond comment make little insightful,crusader type describe tendency push away think j function much clean person environment irritated,sensitive people probably get depressed think really unhappy hope sound like total contradiction mean many type bury,mother one best friend believe teaching child time many extroverted parent keep kid going non stop,thinking much thinking higher anyone else really detest anything hierarchical many way appear,father narcissist younger year think maturity difficult life experience changed lot better even express intolerance towards,people making living creative field often time extremely confident point borderline egotistical think almost necessary domain,people experienced near death experience usually forever changed event many new trait seem trait s already degree another,really like emboldened last line almost gave chill line also stood abuser might learn acquire quality presupposes modesty,fake eccentric different style mostly nothing deeper behavior usually completely mainstream really great social strategy different enough,hard self esteem society place much value outer material communal success many skill s excel obvious many find useless
