type,post1,post2,post3,post4,post5,post6,post7,post8,post9,post10,post11,post12,post13,post14,post15,post16,post17,post18,post19,post20,post21,post22,post23,post24,post25,post26,post27,post28,post29,post30,post31,post32,post33,post34,post35,post36,post37,post38,post39,post40,post41,post42,post43,post44,post45,post46,post47,post48,post49,post50
ESFP,sure love list spreadsheet,dunno really count badass one time climbing mountain live real mountain km high really misty foggy day,hey everyone realisation inferior intuition show wondered anyone else share heard intuitive type talk get intuition raw,interesting test think result corresponds right especially part emotion rising event already passed preferring action discussion,getting calculator budgeting much fun wheee f cking kidding great,yeah think right come see suffers quite severe social anxiety really trying overcome actually pretty cool good learn work,nice analysis like agrees already think p really cool indepth analysis everybody thanks hard work think got,borrowed electric scooter kept breaking pain as never got game enough go long distance pretty fun super convenient,personality hacker sure think site yet seem quite good test gave result article mark although three sp,exercise art read book internet tv organise hike daytrip friend sometimes go shopping right mood,intrigued ok sorry turned bit rant ramble think explained need different kind let know seem trouble answering,revisiting thread actually situation directly relevant made remember yo relative living u atm sure think,narcissistic saw thanks,sanguine phlegmatic closest type nearly right think ericb right matured become able think would want,husband told yesterday thought warning label said speech filter broken happens tired maybe would warning speech filter,warning high energy unstable particle,yeah seems like sure said hate people use poster boy example like way give s bad name prime example type,true finished job back old position involves lot walking around etc still inside day even bit draining time,different description italic mean sort fit italic bold mean really fit s love people excitement telling story fun spontaneous impulsive nature,thanks myjazz really helpful apologise anything want go back reread questionnaire see spot recurring pattern mentioned yeah,thanks mizz indepth explanation much appreciated originally thought noticed actually husband pointed inferior outburst tend resemble,thanks much input particular reason general feel get,little help,thing finding type know enneagram mbti always jump around,taking stab think w would show pretty different even enneagram different mbti mbti like coldnobility said,described sound bang like enneagram tend correlate strongly lean suggest checking enneagram well,opinion using fe ti see fi one arguing keep name depends real reason wanting keep name really,really good questionnaire thanks heap herp aspect personality made unsure type think overanayse little bit x like look everything,think right guess take pretty high level self awareness speak term though like always thought introspective maybe,took career test result spot although short might really significant think correlation mbti also,cannot express happy made keeping quote photo intact see,even forum invasion thread linked seemed harmless enough people friendly guess whole forum get filled malicious trolling,haha really real quote although rule book question one game zombiecide boring sound first zombiecide rule book little scenario story,yeah get mental fog well circumstance end staring vacantly unless go walk,excitedly going sit couch read rulebook love,excitedly going sit couch read rulebook,haha thanks sifan,yep definitely feeling delicatefrench flu recently quite active since definitely need get back co getting anxiety hard,garden gnome sound amazing starting seriously think starting business realised office life especially middle manager thing,yeah bug said need say guy definitely fall trap mean repeat stuff important short,went small business workshop today run guy almost definite absolute pleasure clear highly engaging hilariously funny competent,like someone posted reckon typing gonna accurate personality disorder like people said seems like textbook narcissist really,sound like fi lower position high level cynicism hahahah evil genius guess almost definitely untrue b sign low self esteem,free personality test highly accurate,see personality one fun mbti getting type name cool description science p,op got example article read sound beyond scope personality theory term science knowledge least would love see,hard one guess write book generally create something remembered important start succeed business probably storytelling,know would love described,sound like great set lelila mind sharing job,hm pretty interesting think like use phone well p
ESFP,tbh rapper,poem database error dennis menace drowning guinness eye prize dream fantasize average boi michigan true musician fight party,fuck space komodo dragon niqqa,people instagram great way facilitate self expression however find instagram trend tend escalate point many instagram model dress,amazing book recently bought spy super excited read,welcome,,,,,dormer hate xd magic micah bye tongue,thread exist decided make one post music fit current mood start cool,getting see magic micah soon,welcome forum test using reality online mbti test provide accurate result need read cognitive function order determine type,,,many playlist one particularly good,bright clear w,,suck get better magic micah p,lol exact opposite math bane existence,,ap eco probably one difficult course took high school,must super intuitive impressed mind reading skill,omg going teach relationship thank sensei,wow interesting concept going pretend understand must evolving,,,sometimes compelled roll around ground make walrus noise told mean anyone confirm,,yes prefer need visual reassurance sometimes xd,,yeah got silverware really eatin though sweatpants childish gambino,yes ib p regret mean felt rewarding experience overall despite workload stress involved must say hl bio,brave new world highly recommend,,,,,,really worried posting photo want called hot hot thread labeled anything le probably,ayyyyyy pew pew pew,honestly accustomed making joke regular basis take drop walk egg shell talking significant going,,axwell stop porn,dis water iz spicy,,ok let give really well heartfelt thoughtful advice know might hard thing hear probably brace relationship,,
ESFP,thank response many thing happened past summer left say understand stand yeah really surprised lack,hey definitely want upset saying feel might input say find really hard communicate,personally think anyone le based anything human treated utmost respect dignity christian hold certain belief,talked friend like even dont know mindset relationship since moving hr away fall,ok previously invited along like trying see show friend weekend would free join theatre performance asked,first thank responding quick really appreciate feedback ok reread takeaway show displeasure previous relationship ended,u sophomore college fall friend year guy dated close friend year knowledge distance,woah woah woah like past relationship ended badly broke around new year dropped face earth came back month later,would keep eye long term goal seems point brought socionics far long term goal expressed either party best luck,s likely use special ritual culturally accepted formality forming relationship others mean emotional proximity relationship status,would think decision would impact would impact life short term group friend long stuff kept u entertained busy,please keep quiz forever perfect laughing,seriously enjoyed laughing got course p,hmm nice going management consulting quality management system consulting route got knock bba real quick though relate drive successful,scored masculine point feminine point androgynous neutral point,dad bio mom great right got married started go extremely religious wanted settle know eachother long bio mom wanted get,w dad w bio mom w stepmom clue enneagram older si isxj younger si enxp,know complete opposite completely resounded dealt many type always get feeling issue anything,hmm happens end perception least relationship whatever point time totally feel repeated conversation point hate,also also administrative work bba mgmt major average iq get bad rap since people think want party xd,held preconceived notion person already might possibly cause act consider way anything,want take away anything meaning previous post think worst people articulate feeling feeling articulated,apologize pointing little tidbit information definitely agree however burned people care much le friendship relationship,totally get loathe people cannot adult use word describe feel however good handful people mbti type notorious handling,texting back day later withdrawal invite go fun stuff moment notice possibly leaving plan open enough leave room convenient stuff come,friend told occasion mistyped ne circumstance talking im trying understand,think someone take account dealing age range ive seen mistype friend also,stop caring little cautious give care told life wish would care would believe,always perceived caring basic put people level people require le care people require need use caution,weakness would organization cleanliness forget mundane stuff time like laundry taking trash consider biggest weakness,care authenticity,daily db grocery getter focus r weekend car camaro s,lawful good pretty true either chaotic good,wear contact true forget remember individual anyone promiscuous,keep running topic must fate honestly really like people consider attribute really appreciate type well type,sun smiley sun smiley sun smiley sun smiley spot,like back say noticed alot previously mentioned trait know idea perfect everything internal set,hello friend heard talk myers briggs yesterday curious type took couple test got curious thought,care saying take time spell im bored interested becomes u every day leaning side every day usually,yes religious,building first impression summed kind talkative mostly light hearted topic nothing deep airy almost,girl like chance finding xd,understand better explain bear mind one two people good close friend stranger grey area half people,hate distant friendship hmm,quote mcnn answer thing adventure seem ne definitely fe extroverted quality emotional fi ne sure risk taking behavior,would guessed prof giveaway p love going adventure love meeting new people feeling time great planning spontaneous,hey ive seen around good bit forum would please enlighten best kind friend stay extremely busy im trying leave,sure one introduce mbti,curious thing turned,actually talked recently open honest explained family involved everything even busy friend work school
ESFP,bluekitdon never thought way realize leaving ppl know thank sent iphone using tapatalk,thismustbetheplace would smile go along get along annoy go quiet avoid eye contact like aunt want prove happy,really awful past ruined friendship relationship bc felt ppl would leave anyway chose safe way thing v truly wanted anxiety attack,accept wink thanks,really surprised hmmm mean make sense still surprising,note try function quiz later took well quite long sorry read plz lol anything may affect way answer,type gracias crazy anything may affect way answer question example stressful time mental illness medication special,graduated college month ago feel like went balloon much air totally deflated best way possible still job hunting interning somewhere feel,wanna say upon time excitable hyper smart kid drew side eye others hated let control interacted people long,literally read hundred real life ghost story today mind messed tizzy cannot unknow thing home alone nighttime,okay know reading lot blah blah cause wxyz thread maybe time take short break mbti putting box,world feel like streamlined straight laced person like accepted job around stranger unless like like,sometimes easier figure someone else type objective view personally like choose,thismustbetheplace actually heard back people heard back one like sending stuff ghost rolleyes journalism right,yak lot vent iness get please bear ahhhhhhhhhhhhhhhh life suck right feel like eye finally,hard omg girl know going like literally saying stuff thinking omg alone samesies around,like always see voice grating others music anything earth shattering give crap like kid,clarity night day like bored ninja frustrating especially confused,generalized anxiety disorder mild depression getting better though life low stress time good resource help handle probs take med,uhh never get studying thing went private high school grade suckish environment often mean everything uncomfortable school,one friend high school loved earth genuinely kind type person colored outside line speak like talk anymore,like like constantly feeling like others get seen quirky fine wish least one neck wood,lanky thin always lately going gym build muscle get shape really nice feel progressing going harder,fascinated artist people paint well draw well specifically drawing people look like different version cynthia doll rugrats nice old,simultaneously cry eye romantic disappointment create new totally unrelated youtube channel start making video totally devastated right,want talk latest class assignment want chill talk silly pointless nothingness,eh idk think yes sure someone would people felt way kick pebble,understand perfectly go well together understand word saying mean stupid like think mean different,dear universe sigh today accepted maybe life supposed suck reason feel like forcing someone want every time,took official test high school really pleased felt like really good company s listed like bill cosby robin williams,know mean straight fact thing many fact remember take almost literally hard time putting context ever find good,used like mind would shut number overload sounded complicated actually want know money manage better,accidentally clicked board never even think first thing saw laughed super hard thanks wink,changed inconsiderate slacker class partner name phone real name expletive feel really good hate favor people invades personal,reminds convos proud,intuition actually foolproof sometimes trust sometimes recently paired class girl never talked life within min seeing,dear anonymous freaking cute texted morning night would really make life right thinking really allowing free fall future,confessing lol hate say much fought label probably discussed forgive really think add,overcome lot life wanted needed help got get help idk made lot big change past couple month,yeah really getting zone idk like started getting zone realized really want license possible started,know add actually going driver lesson minute taken lesson long time lol hypervigilant problem spatial,sometimes get overstressed type relate s know even really matter yesterday bored took test came n,zero passion major graduating le month shocked admitted today give flying crap journalism anymore high school wrote,omg used think late aunt ancestor could see showering using bathroom unclean read dirty thought could hear op also used,cute gentleman wish friendship whatever went far classroom moved gradually know lot girl age,lol habit falling asleep soon popcorn icee gone go movie friend high school also saw movie found boring complicated,wish could collect thing lose thing often rarely get collection level sads hey collect music thanks modern technology harder,freakin huge brown eye tall people still say tall kinky curly lush hair expressive face skinny cheeky face dimple,probably check see thyroid ask check antibody also could anxiety someone else said slowly cut gluten,totally relate post personality told sweet vivacious secretly shy hell particularly come dating case depends
ESFP,activate among people extrovert though alone different usually see u,omagad,guess,though still believe introverted maybe test see se properly skip,shinsei usual,shinsei yep atamagasuita dunno,uh huh,eie,yes,,ili,,,considered chance,oh honey convert mbti socionics vice versa firstly officially esi stand secondly really work like,,really think test like bias nature personality good type letter function stupid instantly incorrect also,never trust test type get typed people everyone problem,,know avatar sooo,,yes seem like,,ile,unknown sound nice,well never cheerleader cuz cheer squad school enjoy alone time people around really uninteresting,crazy outgoing party animal e se hot popular cheerleader e se bully nerd e fi tert te shallow apparently stereotyped shallow selfish attention seeker fi,,well everywhere,sli,damn right,meant consider putting avatar yeah sorry misunderstanding really sure type debate,might one real life would consider imo still seems accurate,entirely sure ne se part though really relate ne guess like sure,else would put ai avatar,,,believe yes,,,jonneh sound like every person probably low function fe fe low ne introverted verdict hate straight road whenever see alleyway,kinda feel ish vibe maybe,,well know trust opinion want know supposed leave time push analyze,well situation show impossible typed correctly people forum especially non professional lol start learning function stuff,well want come kind conclusion figure type indulge research course keep asking people opinion,,inferior fi naaaah,,know probably wrong
ESFP,right wrong assume completely understanding emotionally damaged mean trying fix business,well trying rude judge understand lot people day depression chemical imbalance brain something control,anytime help,obviously getting ton mixed signal say still love though take face value seems distant said first time asked,worse fail something never attempt first place worse never attempt first place first fail try try never try,mind blown shocked,give something believe,know find difficult say truly feeling,hey guy sexy crocodile time,blushed,yes bite hard keep happy full,back happy,afraid,usually think word generally envision happen future make certain decision frustrated tend hear voice head saying,lick belly kitteh,aww wolfie sad anymore hug,yay better kitteh accepts cuddle,aww made sad sad,jelly wolfie want lick face although never know capable wink,tell lol look intensely,ha sarcastic robbing bank right,lol maybe tongue,definitely see odd intimate never done anything like life lol exploring option fun know exactly spell,wonderful kitteh,moan naughty thing back tongue,blushed kiss touch tease,lol wolfie never fails happy,yummy wait laughing,please,uh oh,lick chocolate slowly tongue swirl around loop hard chocolate sexy stick,ohhh ok kiss rub chocolate penis,mr meepers lol said slow got naked last post laughing guess taking advantage sexy chocolate stuff,banana chocolate dying going heaven,better real chocolate mm mm good,yes thank tongue,sigh pepsi,hehe mean downer frustrating,mr meepers ok hehe burn everyone clothes join give seductive look get slow wink,whoa red red wine,ohh la la kitteh,surprised get push hair behind ear lip part meet melt passion,hmmm favor suggestion,oh shocked kitteh,lol hey neither blushed,well hello welcome,freaky dude bottom look like mixture jack black chucky run away,yes indeed may continue look sky dreary night may wish hole inside heart could filled grieve,nice could poet,like wolfie one
ESFP,thread closed review rule number respect user privacy post content private message chatroom skype message personal communication open forum,joy feeling,,one guy,listened whole thing,nothing nice,one hand spam world mod spam world shit poster bring together,realized fall,oh fucking god,like play need attention get sticky artwork point af,said needed sign room hoping one wickerdeer,sheet bed room two,referring se te loop immature s go undeveloped fi according theory type imo manifest aggressive,,news recently pulled dollar bank threw bed,hi,s fucking best okay cry,talonia would name twin sister one,,gave fake thread warning lowkey got trouble,better titled memory talon memory memory talon,somebody reggie watt fan,get,,get sticky keep,voted regret,street rat,know shadashada became mod exist,next,atama get jenny,bad sad,dont think,happened clue owell,general terrible life advice,dont think,angry,let start drama,homelyroamlydomely,possiblyscrabble,fucking clownzones fucking wolfzones fucking timezones winebombs woman writing wolf,libertarian marksman,something inconsequential,horny sucky sucky dolla,believe belief,ship nabbit cell phone,welcome forum bro seem like cool dude fit right let know question got,today learned veil roaminspirit,blackdog scrable,high amphetamine,mean still shit show like cool people alright well new people least
ESFP,leslie ann apirl tom ron andy jerry donna chris ben,anyone else think ann e really think like talk want talk connect people,slytherin,think evil pathetic sharing emotionally control others seriously wrong,hate life everyone around,got like know high twenty took high school taken one since know bf tell probably,either really sweet sincere complete jerk make cry,would date,,apologize guess said anything,say whether agreed everything sang allowed think someone attractive geez loiuse grace alone friend,yes listened video posted change fact know enough determine type say find attractive,know enough determine think hot,saying,nothing actually said,make laugh much friend,gift loving life extravagant grace,frustrated feel like fact answer wanted hah,whatever say,answer question really glad satisfied,would definitely sex sexy fireman,like told,supposed working checking email chatting pcafe,riiight scared,holy crap might reconsider tongue,demanding respond well demanding answer want tongue,would sex fireman want doggy style would sex person,feel relate lot saying think thing prone anxiety depression believe based,hahahaha completely agree last ate chocolate fudge brownie tasty satisfying quite hungry still,wanted doggy style,think seems kind degrading sorry,boyfriend also happiest beat peppy person know,thank asian hm never got gotten mediterranean though colombian,bahahaha,much work look picture profile curious,got worry,pointing grossed pretend,know think gorgeous wink,mean disgust killing,yes picturing fireman also traditional style old fashioned like wink,ok men woman,actually cared random thought based arbitrary list attribute opinion nothing measuring determining person intelligence,hmm yes usually people mistreated disrespected get angry person behalf also feel though mistreated disrespected also event,hahahaha great istx bf blunt stoic sometimes mistake mean really trying hurt feeling communicates,,know asking advice department think alot girl like pursued make u feel like worth risk rejected also make look manly,dating hahaha also s believe thing admit gullible usually assume people reason lie think,welcome glad fellow proud,find personality attractive guess individual based type based wondering interested girl go pursue,like think would like n j disorganized scattered sometimes like also would like n able
ESFP,hi start th grade tomorrow really nervous help,ugh hated baby much kesha,glad kid good know one,cool birthday february lol,really late already birthday year,month officially teenager,,get ice pack fine,oww child abuser sad,know trust like anymore must really hated friend whatever reason remember,remember much memory year old one memory beach playing water dad brother,sorry go,finally somebody around age something similar mom buying clothes wanted get toy instead told upset one,yeah must thread say people born,post made feel really nostalgic older brother collection silly bandz wore kept away steal begged mom hard,year ago sad,song black eyed pea lmfao give strong nostalgia,wow finally someone around age born,um know remembering born remember every year happened far disagree,realized thread hate,year old self shy take opportunity talk ppl enjoy childhood last year time neglect high school grade,help people ask help seem like need help ask help need,hi welcome site joined last month still quite new stuff,bottle flipping group friend school bottle actually landed without falling friend like oohhhhhhh,plenty fight older brother younger would always fight toy stupid stuff sadly usually older stronger time,,welcome,well remember arguing brother public count restaurant let use phone bit could play game accidentally dropped,even rate give fuck,accidentally putting bag chip fridge,summer ftw love swimming going beach mention summer break whooohooo,thing like good,goodnight everyone,wish could turn back time good ol day momma sang u sleep stressed oh wish could turn back time oh good ol day oh momma,post either really annoying,testing,ughhh sooo annoying im mad,sooo annoying really hope get fixed asap starting get mad,ughhhh really annoying hope fix,ughhh problem post count stuck r p,getting annoying hope fix,still feel look way younger even girl taller everyone else look age want teenager next year,playing game phone,nice meet,charge phone going bed must really anything next bed except little lamp alarm clock,,want live near beach nice looking house,little kid shy quiet imaginative playful lazy outgoing hungry bored,music ftw,reading book right summer break
ESFP,favorite one flew cuckoo nest alright thing carried extremely loud incredibly close wuthering height child worst frankenstein,exercise,free spirit dreamer prefers group work luminary thrive working idea people like expressing creativity others part meaningful relationship,yeah mean closet parent house plan throwing away like reading friend wrote brings good memory rest,graphic design rest sound like torture,description boyfriend drive insane lol,affinity yup starting sophomore year good optimistic sound like productive super busy day like,hahaha like presentation graduate student teaching seems pretty chill guess fun compared class show glee used obsessed,two class today human anatomy physiology public speaking first going really hard second fun easy woo really excited nervous feel,problem type thread know whether jump current conversation sort sneak like lazy read past post,song banshee beat animal collective helped hard time like found grandmother died put shit melted away know either way,give something every week get gym membership go certain fitness class couple time week want get fit take class want learn,wh zkey yeah really money time health love people really every night even every week tolerate sleep deprivation get,damn dog really tolerant mine would bitten bear suit guy even got close probably try run away though known really deep,area attained mastery wish attain mastery horsemanship love always something else learn always room improvement science,sleepy unproductive,song never relevant voltaic crusher montreal write thousand song day never run thing say ulysses never end,someone came room give oreo ball oh god good,exhausted spent hour horse show muddy hell almost got kicked multiple time trying take temp headache everyone pissing indirectly want,damn stay away got disease everyone sleeping fuck putting hate putting faith everyone sleeping,like hey oh get excited start talking thing seem getting along eventually start fighting sarcastic bitch,give sweet sacred bliss mouth made suck kiss,yeah definitely like fb lot website starting bore,interested idea work go ahead add google,hmmm like say love passion half as thing either nothing said passion expressed dedication aspect life matter intense,ah make sense got group tutoring session like omg could much effectively stop wasting time mind haha important,fact applied something importance say memorize fact sake memorizing nothing need actually understand going,specific really horse believe giving best care possible training fairness believe education typical schooling memorizing fact,doublemasked internal value important act upon edit whoop slow post herp would consider hard worker,really fucked time dear,somebody saying something totally disagree people tend tell disagree without fear unpleasant guess depends said politics,health spring break,got four month teenager yeah hey oh,santa come house undecorated tree tooth fairy get pillow room dirty anything leave around house going get,know always fun best kind make feel alive like sing,everyday exactly,gonna marry really rich buy super nice piece property build custom house modestly sized nice feature back property privacy amazing view big porch build,younger always got mistaken lot older hung older people always mature age think mistaken behavior one,good glad go huge school start cry alone middle dining hall one know emotionally tired need get,want see future major decision make choice negative effect know one talk,aeon neurosis,moonjock animal collective,gotten really guy,thinking title essay got comparison two source looking issue doping horse racing industry way long oh got replace looking,surprisingly alright pissed boyfriend talking today every reply ok essay write putting wrote like maybe word past,sorry want goddamn paper write hell think sitting around taking space computer need earn keep bitch,artist stretch imagination last night distract various stress passion knowledge basically life,two girl scout thin mint cooky wish money stock pile thing,feel physically well state sickliness weakness since christmas,quote glee cheating girl think square root four rainbow join date around obsessed glee stand
ESFP,lol yes see mean new friend seen naked good point anyway choose friend love tough choice last,could interesting hear anyway,exactly talked said think unjust doesnt want talking ex secretly think unfair sort given,probably type related maybe wrong forum anyway would super jealous happy dont hold ideal understand though,make better angry talking ex boyfriend say wouldnt sleep ex last person world alive,hello definetely sound like f anyway hope like forum verything advic would take mbti grain salt best way greater,hello thanks procratinator probably always recommend though hilarious spot procrastinator procrastinate,wait dont miss,relationship guy yr live together think super compatible fight beginning dunno fight right word rather,sick shit like place anywaysss,overly sensitive critisim boyfriend getting used handle straight forward comment,beside snoring man man love life naked drunk hunggry buttery garlic bread something p,hi would say hasnt much type would define friend example would say many friend really trust,hm even know type saw youre profile ennegrame type stop afraid criticizing others express opinion thoughtful nice,feel strong must true,hi little bit drunk havent forum ageeeees finally found love thats guy together like month best,case report well charming talkative open curious warm shy hell dont think anyone seeing would typed acting kinda gentleman,lol interesting say appearing another type really someone run yeah coffee date mail,thanks guy well yeah let see happens nervous though tired dating tired falling love mostly unhappily tired disappointed,oh say best friend deep connection believe although feel like personality kinda know girly sorrysorry,thanks stereotypic input guy p well curious date probably take place saturday report,hi ya crazy crazy guy ever fallen girl think could hug tongue,slut love course,enneagram info depressing best match type lol kind man know going date could something screw,hello sweden hope enjoy forum,welcome dear,hello dear ahlicks hope enjoy forum god sake dont get addicted p wish lovely day,nothing could ever sweet probably piss far piss,hiya date day p although quite far apart plus little old imo best luck,wohoooo hot vid coming p kidding,congratualtions miss julia bell one absolute star moah,congratulation miss crazy,nah desperatly love interested think great think weird partly true anyway want someone pursuing,hello welcome,pic dont worry forever alone actually quite people actually forever alone using logic small group people smart,could well know hmm maybe likely e oh dear dunno gonna post quote think good important remember mbti,hi glad thought p although sure help well first say mind already said end,well nah think serious anyway p,lloydy person whiney freak hahaha lmao seriously lol,ok see thanks explaining well asking next partner amusement calling someone whore dont think someone like hold back,understand mistake call someone whore,lol staffan thats name dad ok sorry topic yes neglect physical need time normally strong hunger example something like,writing post fun thread perc p,funny thing everyone writing thread actually thing doh,amazon com woman love much robin norwood book aoutch right hurt,thank clever lot good advice sure letting guy take much mind fix emotionally speaking promise promise,oh dear worry sort stop writing sorry wanna make sad,falling love someone want fall madly love worth heartache experiencing believe believe,chrysantheist well think logically determined type take opinion seriously end opinion matter fact think might,lol piece advice go date crush someone else
ESFP,ah well pop psychology,good abstraction abstraction find universal accurately depict reality understand reality abstract well know sp abstract well,ftr type se top stacking te ti bottom get called immature point s unlucky enough get even though generally found,somehow thought posted response guess type potentially exhibit weak function immature way exsps immature freak come planning,pure genius trust love n take hit nail head like underrated type far type spot observation feel,found posted another thread questioner found useful maybe dude seems really get fi doms,dunno still want help link first one especially good cuz dude point contrast fi natural idealism actual intuition second le good,anyone familiar character izaya orihara durarara someone introduced vein moriarty whole screwing people get reaction definitely,people wanna know put thread jive understand functional stacking functional v functional,hmm honestly consider se pronounced type growing appreciate learn open possibility could,last sherlock thread back april feel like resurrecting one character yeah lot character interest enough write description,yep yep yep pness seems manifest flexibility short attention span disorganization novel organized scene scene write,themandinator wow thanks sound like focus writing lot common story problem small scope like trying figure survive,btw glad hear s write story guess illiterate people say,tried analyzer thing heard selection novel came essay came blog article came interesting,typing author exactly easy know many novel writer think curious see doer writing look like pattern,well judging kind thing attentive towards say se seems use ne type subject example non interest,kinda confused typing one really good friend girl always type strong ne like debating usually practical policy debate versus idea debate,hey everyone long time post s toooons friend opposite sex boy girlfriend dry least attract friendship,seems like lotsa s love clothing easy fun express way matter hard try dress normal always something outfit stand,tend guy tow put gotten better making sure know going friend though partially comfortable around guy,thanks guy pretty sure mom whole family except youngest three sib lot t maybe drenched dom esp te dom since,curious pretty sure long journey si adamant confess merit ask guy actually mainly girl,raise thread dead right kinda lonely ldr feel like dying love something different tell going,third year debate coming together partly seamaid guessed improved researching knowing talking seems like,participate debate tournament te well developed kind situation real life real life discussion stupid illogical fi take,gone something break person love first time noticed something interesting happiness bubble effect seems,say feel need write though usually get around writing invent need channel emotion story wilt die away hand often feel,real life mind called nice compliment make inside glowy warm kitteh overanalyze decide nice type description find,read first half first page totally agree happythoughts become emotionally invested character ripped away,thanks cleared shall begin,come te dominant user would attribute always strong te even though fourth function raised stressing te home,huge coco nutshell around people always perceived extrovert people know well whenever around people usually seem full,hey haz question first question distinguishing function factor second post like staple see help,bengalcat sound lot like proud,need approval far would go get attention affection approval react felt ignored unloved constantly criticized,lately kind watched ambition disappear always really ambitious person suddenly kind went away unsure always wanted like work,read whole thread hope repetitive yeah procrastinate bored life get bored seem like complex idea think,like someone mentioned two closest friend think like j though never heard mbti ect sitting listening,best friend,sure hold true every type example important thing partner understands brain work far perceive world want,hahaha amazingly honestly best thing ever happened caring much people insanely curious force grow get,interestingly s seem uniformly report good experience s,really good description like happened,guy always drooling s relationship s right bring,pretty sure guy like thought anyway relaxed relationship ever seen friend seen bring playfulness,personality type talkativeness sociability compatibility relationship j october personality type talkative social sociable,relationship compatibility inferior function j october despite x otherworldliness x intuitive introvert s s s s still,relationship compatibility inferior function j october despite x otherworldliness x intuitive introvert s s s s still,morana yes get thanks sad many people relate mean misunderstood honestly hard relieved people feel
ESFP,pretty sure mistyped several time,w,extp tmlt hate people nice felt done wrong,,nada tmlt warm thinker cold feeler,take easy,sp sx,okay,tmlt hate corrected grammar,,tmlt daddy kink,,tmlt mommy kink,like consistent proud,,thread popular,ni,,,ti sure,tmlt want control everything horribly disorganized,extp tmlt believe mbti loop grip theory,sx sp,haha tmlt skip school enjoy city say taking mental health day,sound like good way find difference thanks,tmlt sex anything matter risk,w,sp sx,yeah,lol si anyway fi,look like te,might yeah,aight,really silly tmlt wear depression image beauty actually depressed,simple creature,oh aware post made made noticing many sp people,fi se,edgy,yep,w,sx dom imagine sp sp see different people sx stack,w,,w,already said yes,good server hope work,endless shame sadness,w,tmlt get angry insect,ni based avatar
ESFP,inattentive adhd combined right anger line frustration think frustration getting want lack thing,know might suitable therapist curious kind input would get spending money feel like reached dead end matter never,bought pre owned p controller gamestop mac paired wireslessy naturally playing shovel knight broforce dust elysian tail apothean also fooling around,right definitely seek first choice see campus offer really make decision final since waiting financial aid think,according u news college website class ratio msu um student fewer percentage msu decided um primarily,advice helpful influence decision,well considering fall maybe august september make decision beforehand might look apartment much earlier get settled also,making big decision like best way approach reckon know overnight decision,going lie sure waiting financial aid projected estimate tough pill shallow think going worth need,approaching wrong way like relying parent want get used fact depend enough hand holding,yes closer home never away home good experience real world without relying parent live never opportunity,elaborate,sent e mail various different people program coordinator advisor university communication want public relation pr program starting,read book hear instead buy audiobooks instead thanks audible free trial worry spending penny love return,aware low reward high risk right move ukraine talking north america seems odd go place get data,looking buy new d used new d xl big hand feel cramped fatigue hand play game like mario kart action game,animal crossing wild world emulator gotta find game sims animal crossing harvest moon farming game,sims,would like welcome every one came tonight instead friend thank coming tonight please enjoy short story wrote one last clover,good idea certainly question find pr person,actually thought lot came sens must love money follow said always love inspire others motivate others make feel,exactly become fitness personal trainer one get paid venue exactly go would consider firefighter asthma,new jrpgs mind exactly definitely try ff series probably one since like playing frame low think ffi ffix d right,yeah true think paramedic suitable job primarily going work night varies worked night retail job,googled career last night gave list two interior design landscape architecture wondered suggested mostly,also always struggle trying find career yet found yet driving nut realize thinking future thing,eh jrpg grind definitely like definitely play game story character development sure aware mind good story,would like thank everyone coming tonight please enjoy dedication made happy pi day hope pie make feel loved thank enjoy happy,played kingdom heart really long ago owned p console really liked even though really long kinda dislike jrpgs win make,familiar wrpg style like sticking one character throughout game prefer group style crpgs crpgs story based really action based,never thought jrpgs like true wrpgs like te fallout series unfortunately playstation console x d family handheld system manly use steam,hmm jrpgs particularly,hell point click adventure boring action dark soul want game hold hand lol avoid rpgs decide,well rest expansion stuff pack total plus got limited edition sims season likely wait sims completely bought,oh yeah especially walking dead first season telltale seems gameplay story mean know truly choose,right complete set play sims knowing complete edition time soon,oh hate mobile game jesus christ need end downloaded house build mobile game yesterday microtransaction pay speed time,well really playing sims game lot house build however come sens sims seems reach finanically know ea stingy,true sims variety sims date graphic guess mod want add depth heard sims almost similar,sims super collection mac normally interior design build instead actual playing game never stuck game always move game without finishing get bored,actually sims showtime supernatural season university life island paradise future expansion go stuff pack,currently sims super collection mac really play game love decorate house put furniture painting stuff like interior designer,definitely seek professional help taking advice stranger know might nothing could itching avoid sex moment though sorry pal,feel,test though find test work hey work great sensing v intuitive mbti preference proprofs quiz,inuition sensing one inuition sensing,myers biggs website sensing paying attention physical reality see hear touch taste smell concerned actual present current real,seems found personality exactly lie problem,make feel likely would deciding factor,oh yeah definitely another give proof glad found personality type proud
